,Hours,DK1,DK2,DK
02/07/2018,17 - 18,2749,1548,4297
02/07/2018,18 - 19,2686,1531,4217
02/07/2018,19 - 20,2583,1475,4058
02/07/2018,20 - 21,2489,1420,3909
02/07/2018,21 - 22,2291,1342,3633
02/07/2018,22 - 23,2230,1303,3533
02/07/2018,23 - 00,2112,1204,3316
03/07/2018,00 - 01,1978,1108,3086
03/07/2018,01 - 02,1896,1052,2948
03/07/2018,02 - 03,1854,1027,2881
03/07/2018,03 - 04,1844,1029,2873
03/07/2018,04 - 05,1838,1015,2853
03/07/2018,05 - 06,1932,1073,3005
03/07/2018,06 - 07,2213,1260,3473
03/07/2018,07 - 08,2542,1468,4010
03/07/2018,08 - 09,2692,1573,4265
03/07/2018,09 - 10,2752,1639,4391
03/07/2018,10 - 11,2832,1680,4512
03/07/2018,11 - 12,2839,1678,4517
03/07/2018,12 - 13,2781,1664,4445
03/07/2018,13 - 14,2820,1662,4482
03/07/2018,14 - 15,2775,1641,4416
03/07/2018,15 - 16,2692,1593,4285
03/07/2018,16 - 17,2654,1580,4234
03/07/2018,17 - 18,2726,1618,4344
03/07/2018,18 - 19,2647,1591,4238
03/07/2018,19 - 20,2536,1523,4059
03/07/2018,20 - 21,2413,1444,3857
03/07/2018,21 - 22,2245,1359,3604
03/07/2018,22 - 23,2171,1298,3469
03/07/2018,23 - 00,2088,1236,3324
04/07/2018,00 - 01,1943,1133,3076
04/07/2018,01 - 02,1866,1069,2935
04/07/2018,02 - 03,1845,1038,2883
04/07/2018,03 - 04,1838,1031,2869
04/07/2018,04 - 05,1830,1019,2849
04/07/2018,05 - 06,1905,1066,2971
04/07/2018,06 - 07,2196,1253,3449
04/07/2018,07 - 08,2523,1449,3972
04/07/2018,08 - 09,2673,1567,4240
04/07/2018,09 - 10,2728,1618,4346
04/07/2018,10 - 11,2810,1661,4471
04/07/2018,11 - 12,2825,1672,4497
04/07/2018,12 - 13,2774,1660,4434
04/07/2018,13 - 14,2790,1657,4447
04/07/2018,14 - 15,2736,1632,4368
04/07/2018,15 - 16,2627,1596,4223
04/07/2018,16 - 17,2583,1585,4168
04/07/2018,17 - 18,2680,1630,4310
04/07/2018,18 - 19,2582,1583,4165
04/07/2018,19 - 20,2503,1501,4004
04/07/2018,20 - 21,2400,1415,3815
04/07/2018,21 - 22,2280,1353,3633
04/07/2018,22 - 23,2230,1308,3538
04/07/2018,23 - 00,2083,1215,3298
05/07/2018,00 - 01,1936,1118,3054
05/07/2018,01 - 02,1862,1065,2927
05/07/2018,02 - 03,1828,1038,2866
05/07/2018,03 - 04,1828,1037,2865
05/07/2018,04 - 05,1850,1033,2883
05/07/2018,05 - 06,1934,1080,3014
05/07/2018,06 - 07,2208,1248,3456
05/07/2018,07 - 08,2509,1441,3950
05/07/2018,08 - 09,2678,1547,4225
05/07/2018,09 - 10,2741,1607,4348
05/07/2018,10 - 11,2848,1648,4496
05/07/2018,11 - 12,2851,1654,4505
05/07/2018,12 - 13,2802,1657,4459
05/07/2018,13 - 14,2816,1650,4466
05/07/2018,14 - 15,2747,1619,4366
05/07/2018,15 - 16,2674,1574,4248
05/07/2018,16 - 17,2577,1560,4137
05/07/2018,17 - 18,2694,1613,4307
05/07/2018,18 - 19,2631,1575,4206
05/07/2018,19 - 20,2498,1484,3982
05/07/2018,20 - 21,2368,1399,3767
05/07/2018,21 - 22,2259,1325,3584
05/07/2018,22 - 23,2186,1294,3480
05/07/2018,23 - 00,2037,1201,3238
06/07/2018,00 - 01,1945,1111,3056
06/07/2018,01 - 02,1913,1064,2977
06/07/2018,02 - 03,1947,1048,2995
06/07/2018,03 - 04,1951,1048,2999
06/07/2018,04 - 05,1957,1045,3002
06/07/2018,05 - 06,1978,1087,3065
06/07/2018,06 - 07,2192,1246,3438
06/07/2018,07 - 08,2539,1433,3972
06/07/2018,08 - 09,2747,1562,4309
06/07/2018,09 - 10,2757,1630,4387
06/07/2018,10 - 11,2824,1685,4509
06/07/2018,11 - 12,2818,1671,4489
06/07/2018,12 - 13,2708,1644,4352
06/07/2018,13 - 14,2611,1625,4236
06/07/2018,14 - 15,2495,1595,4090
06/07/2018,15 - 16,2435,1553,3988
06/07/2018,16 - 17,2433,1545,3978
06/07/2018,17 - 18,2493,1570,4063
06/07/2018,18 - 19,2435,1549,3984
06/07/2018,19 - 20,2263,1445,3708
06/07/2018,20 - 21,2086,1369,3455
06/07/2018,21 - 22,2039,1304,3343
06/07/2018,22 - 23,1963,1283,3246
06/07/2018,23 - 00,1905,1211,3116
07/07/2018,00 - 01,1795,1125,2920
07/07/2018,01 - 02,1700,1063,2763
07/07/2018,02 - 03,1690,1037,2727
07/07/2018,03 - 04,1708,1025,2733
07/07/2018,04 - 05,1646,992,2638
07/07/2018,05 - 06,1627,983,2610
07/07/2018,06 - 07,1717,1042,2759
07/07/2018,07 - 08,1926,1145,3071
07/07/2018,08 - 09,2095,1261,3356
07/07/2018,09 - 10,2159,1357,3516
07/07/2018,10 - 11,2216,1406,3622
07/07/2018,11 - 12,2209,1408,3617
07/07/2018,12 - 13,2169,1393,3562
07/07/2018,13 - 14,2162,1392,3554
07/07/2018,14 - 15,2119,1374,3493
07/07/2018,15 - 16,2100,1370,3470
07/07/2018,16 - 17,2103,1380,3483
07/07/2018,17 - 18,2176,1425,3601
07/07/2018,18 - 19,2138,1424,3562
07/07/2018,19 - 20,2048,1377,3425
07/07/2018,20 - 21,1978,1326,3304
07/07/2018,21 - 22,1930,1287,3217
07/07/2018,22 - 23,1884,1278,3162
07/07/2018,23 - 00,1830,1207,3037
08/07/2018,00 - 01,1718,1117,2835
08/07/2018,01 - 02,1644,1057,2701
08/07/2018,02 - 03,1614,1011,2625
08/07/2018,03 - 04,1601,1003,2604
08/07/2018,04 - 05,1563,977,2540
08/07/2018,05 - 06,1518,970,2488
08/07/2018,06 - 07,1577,1014,2591
08/07/2018,07 - 08,1708,1104,2812
08/07/2018,08 - 09,1878,1220,3098
08/07/2018,09 - 10,1976,1314,3290
08/07/2018,10 - 11,2018,1378,3396
08/07/2018,11 - 12,2044,1426,3470
08/07/2018,12 - 13,2033,1428,3461
08/07/2018,13 - 14,2040,1428,3468
08/07/2018,14 - 15,2042,1427,3469
08/07/2018,15 - 16,2049,1404,3453
08/07/2018,16 - 17,2076,1420,3496
08/07/2018,17 - 18,2204,1489,3693
08/07/2018,18 - 19,2232,1503,3735
08/07/2018,19 - 20,2124,1451,3575
08/07/2018,20 - 21,2051,1366,3417
08/07/2018,21 - 22,1972,1306,3278
08/07/2018,22 - 23,1922,1262,3184
08/07/2018,23 - 00,1861,1178,3039
09/07/2018,00 - 01,1821,1099,2920
09/07/2018,01 - 02,1788,1066,2854
09/07/2018,02 - 03,1773,1045,2818
09/07/2018,03 - 04,1742,1046,2788
09/07/2018,04 - 05,1798,1055,2853
09/07/2018,05 - 06,1865,1092,2957
09/07/2018,06 - 07,2117,1240,3357
09/07/2018,07 - 08,2458,1422,3880
09/07/2018,08 - 09,2561,1550,4111
09/07/2018,09 - 10,2650,1615,4265
09/07/2018,10 - 11,2730,1658,4388
09/07/2018,11 - 12,2734,1666,4400
09/07/2018,12 - 13,2693,1663,4356
09/07/2018,13 - 14,2758,1674,4432
09/07/2018,14 - 15,2702,1647,4349
09/07/2018,15 - 16,2618,1614,4232
09/07/2018,16 - 17,2610,1588,4198
09/07/2018,17 - 18,2681,1616,4297
09/07/2018,18 - 19,2605,1574,4179
09/07/2018,19 - 20,2495,1491,3986
09/07/2018,20 - 21,2333,1401,3734
09/07/2018,21 - 22,2222,1312,3534
09/07/2018,22 - 23,2103,1279,3382
09/07/2018,23 - 00,1990,1174,3164
10/07/2018,00 - 01,1863,1095,2958
10/07/2018,01 - 02,1815,1047,2862
10/07/2018,02 - 03,1798,1035,2833
10/07/2018,03 - 04,1796,1036,2832
10/07/2018,04 - 05,1826,1027,2853
10/07/2018,05 - 06,1886,1064,2950
10/07/2018,06 - 07,2137,1232,3369
10/07/2018,07 - 08,2435,1404,3839
10/07/2018,08 - 09,2605,1523,4128
10/07/2018,09 - 10,2647,1595,4242
10/07/2018,10 - 11,2702,1633,4335
10/07/2018,11 - 12,2749,1640,4389
10/07/2018,12 - 13,2716,1630,4346
10/07/2018,13 - 14,2728,1626,4354
10/07/2018,14 - 15,2672,1601,4273
10/07/2018,15 - 16,2569,1563,4132
10/07/2018,16 - 17,2558,1539,4097
10/07/2018,17 - 18,2638,1602,4240
10/07/2018,18 - 19,2582,1573,4155
10/07/2018,19 - 20,2478,1503,3981
10/07/2018,20 - 21,2349,1414,3763
10/07/2018,21 - 22,2248,1330,3578
10/07/2018,22 - 23,2186,1271,3457
10/07/2018,23 - 00,2052,1175,3227
11/07/2018,00 - 01,1931,1088,3019
11/07/2018,01 - 02,1862,1047,2909
11/07/2018,02 - 03,1838,1017,2855
11/07/2018,03 - 04,1826,1011,2837
11/07/2018,04 - 05,1832,994,2826
11/07/2018,05 - 06,1890,1046,2936
11/07/2018,06 - 07,2156,1191,3347
11/07/2018,07 - 08,2463,1385,3848
11/07/2018,08 - 09,2634,1508,4142
11/07/2018,09 - 10,2727,1567,4294
11/07/2018,10 - 11,2835,1624,4459
11/07/2018,11 - 12,2870,1637,4507
11/07/2018,12 - 13,2814,1658,4472
11/07/2018,13 - 14,2802,1635,4437
11/07/2018,14 - 15,2749,1625,4374
11/07/2018,15 - 16,2628,1599,4227
11/07/2018,16 - 17,2572,1571,4143
11/07/2018,17 - 18,2640,1609,4249
11/07/2018,18 - 19,2580,1578,4158
11/07/2018,19 - 20,2448,1503,3951
11/07/2018,20 - 21,2356,1412,3768
11/07/2018,21 - 22,2225,1318,3543
11/07/2018,22 - 23,2173,1282,3455
11/07/2018,23 - 00,2105,1197,3302
12/07/2018,00 - 01,1971,1105,3076
12/07/2018,01 - 02,1898,1057,2955
12/07/2018,02 - 03,1845,1024,2869
12/07/2018,03 - 04,1834,1016,2850
12/07/2018,04 - 05,1840,1012,2852
12/07/2018,05 - 06,1901,1055,2956
12/07/2018,06 - 07,2163,1213,3376
12/07/2018,07 - 08,2461,1404,3865
12/07/2018,08 - 09,2634,1527,4161
12/07/2018,09 - 10,2717,1588,4305
12/07/2018,10 - 11,2789,1635,4424
12/07/2018,11 - 12,2790,1640,4430
12/07/2018,12 - 13,2718,1628,4346
12/07/2018,13 - 14,2773,1629,4402
12/07/2018,14 - 15,2710,1604,4314
12/07/2018,15 - 16,2640,1580,4220
12/07/2018,16 - 17,2560,1557,4117
12/07/2018,17 - 18,2622,1602,4224
12/07/2018,18 - 19,2568,1574,4142
12/07/2018,19 - 20,2442,1500,3942
12/07/2018,20 - 21,2336,1416,3752
12/07/2018,21 - 22,2234,1344,3578
12/07/2018,22 - 23,2171,1302,3473
12/07/2018,23 - 00,2038,1199,3237
13/07/2018,00 - 01,1913,1109,3022
13/07/2018,01 - 02,1839,1056,2895
13/07/2018,02 - 03,1797,1031,2828
13/07/2018,03 - 04,1787,1025,2812
13/07/2018,04 - 05,1784,1019,2803
13/07/2018,05 - 06,1865,1066,2931
13/07/2018,06 - 07,2101,1219,3320
13/07/2018,07 - 08,2373,1404,3777
13/07/2018,08 - 09,2523,1531,4054
13/07/2018,09 - 10,2573,1602,4175
13/07/2018,10 - 11,2650,1656,4306
13/07/2018,11 - 12,2644,1667,4311
13/07/2018,12 - 13,2539,1638,4177
13/07/2018,13 - 14,2484,1612,4096
13/07/2018,14 - 15,2421,1582,4003
13/07/2018,15 - 16,2344,1546,3890
13/07/2018,16 - 17,2345,1517,3862
13/07/2018,17 - 18,2405,1523,3928
13/07/2018,18 - 19,2322,1441,3763
13/07/2018,19 - 20,2208,1369,3577
13/07/2018,20 - 21,2104,1338,3442
13/07/2018,21 - 22,1990,1270,3260
13/07/2018,22 - 23,1920,1258,3178
13/07/2018,23 - 00,1809,1184,2993
14/07/2018,00 - 01,1673,1094,2767
14/07/2018,01 - 02,1609,1039,2648
14/07/2018,02 - 03,1563,1017,2580
14/07/2018,03 - 04,1558,996,2554
14/07/2018,04 - 05,1554,965,2519
14/07/2018,05 - 06,1506,958,2464
14/07/2018,06 - 07,1574,998,2572
14/07/2018,07 - 08,1737,1086,2823
14/07/2018,08 - 09,1867,1196,3063
14/07/2018,09 - 10,2006,1286,3292
14/07/2018,10 - 11,2038,1331,3369
14/07/2018,11 - 12,2029,1341,3370
14/07/2018,12 - 13,1983,1335,3318
14/07/2018,13 - 14,1992,1331,3323
14/07/2018,14 - 15,1958,1313,3271
14/07/2018,15 - 16,1955,1308,3263
14/07/2018,16 - 17,2004,1331,3335
14/07/2018,17 - 18,2108,1374,3482
14/07/2018,18 - 19,2142,1392,3534
14/07/2018,19 - 20,2026,1317,3343
14/07/2018,20 - 21,1879,1261,3140
14/07/2018,21 - 22,1803,1210,3013
14/07/2018,22 - 23,1779,1206,2985
14/07/2018,23 - 00,1715,1140,2855
15/07/2018,00 - 01,1608,1063,2671
15/07/2018,01 - 02,1538,1002,2540
15/07/2018,02 - 03,1535,970,2505
15/07/2018,03 - 04,1516,956,2472
15/07/2018,04 - 05,1480,944,2424
15/07/2018,05 - 06,1455,934,2389
15/07/2018,06 - 07,1517,977,2494
15/07/2018,07 - 08,1625,1056,2681
15/07/2018,08 - 09,1787,1166,2953
15/07/2018,09 - 10,1888,1262,3150
15/07/2018,10 - 11,1958,1329,3287
15/07/2018,11 - 12,1971,1348,3319
15/07/2018,12 - 13,1977,1340,3317
15/07/2018,13 - 14,1954,1335,3289
15/07/2018,14 - 15,1949,1308,3257
15/07/2018,15 - 16,1944,1305,3249
15/07/2018,16 - 17,1990,1332,3322
15/07/2018,17 - 18,2118,1397,3515
15/07/2018,18 - 19,2158,1405,3563
15/07/2018,19 - 20,2078,1367,3445
15/07/2018,20 - 21,1991,1298,3289
15/07/2018,21 - 22,1906,1240,3146
15/07/2018,22 - 23,1878,1224,3102
15/07/2018,23 - 00,1806,1148,2954
16/07/2018,00 - 01,1700,1070,2770
16/07/2018,01 - 02,1643,1016,2659
16/07/2018,02 - 03,1612,993,2605
16/07/2018,03 - 04,1597,987,2584
16/07/2018,04 - 05,1609,973,2582
16/07/2018,05 - 06,1657,1008,2665
16/07/2018,06 - 07,1869,1151,3020
16/07/2018,07 - 08,2120,1323,3443
16/07/2018,08 - 09,2326,1445,3771
16/07/2018,09 - 10,2400,1511,3911
16/07/2018,10 - 11,2469,1566,4035
16/07/2018,11 - 12,2474,1579,4053
16/07/2018,12 - 13,2435,1579,4014
16/07/2018,13 - 14,2440,1593,4033
16/07/2018,14 - 15,2393,1562,3955
16/07/2018,15 - 16,2328,1532,3860
16/07/2018,16 - 17,2296,1520,3816
16/07/2018,17 - 18,2393,1553,3946
16/07/2018,18 - 19,2375,1535,3910
16/07/2018,19 - 20,2268,1461,3729
16/07/2018,20 - 21,2169,1372,3541
16/07/2018,21 - 22,2080,1313,3393
16/07/2018,22 - 23,2035,1295,3330
16/07/2018,23 - 00,1910,1200,3110
17/07/2018,00 - 01,1787,1118,2905
17/07/2018,01 - 02,1715,1062,2777
17/07/2018,02 - 03,1681,1031,2712
17/07/2018,03 - 04,1668,1025,2693
17/07/2018,04 - 05,1671,1021,2692
17/07/2018,05 - 06,1704,1060,2764
17/07/2018,06 - 07,1914,1195,3109
17/07/2018,07 - 08,2164,1373,3537
17/07/2018,08 - 09,2360,1506,3866
17/07/2018,09 - 10,2457,1587,4044
17/07/2018,10 - 11,2530,1636,4166
17/07/2018,11 - 12,2540,1644,4184
17/07/2018,12 - 13,2512,1634,4146
17/07/2018,13 - 14,2525,1624,4149
17/07/2018,14 - 15,2462,1588,4050
17/07/2018,15 - 16,2400,1565,3965
17/07/2018,16 - 17,2388,1553,3941
17/07/2018,17 - 18,2463,1585,4048
17/07/2018,18 - 19,2428,1562,3990
17/07/2018,19 - 20,2315,1461,3776
17/07/2018,20 - 21,2203,1381,3584
17/07/2018,21 - 22,2124,1325,3449
17/07/2018,22 - 23,2106,1292,3398
17/07/2018,23 - 00,1954,1199,3153
18/07/2018,00 - 01,1797,1119,2916
18/07/2018,01 - 02,1748,1074,2822
18/07/2018,02 - 03,1724,1038,2762
18/07/2018,03 - 04,1719,1035,2754
18/07/2018,04 - 05,1733,1043,2776
18/07/2018,05 - 06,1738,1077,2815
18/07/2018,06 - 07,1934,1208,3142
18/07/2018,07 - 08,2167,1366,3533
18/07/2018,08 - 09,2356,1496,3852
18/07/2018,09 - 10,2430,1568,3998
18/07/2018,10 - 11,2532,1631,4163
18/07/2018,11 - 12,2530,1628,4158
18/07/2018,12 - 13,2503,1621,4124
18/07/2018,13 - 14,2505,1619,4124
18/07/2018,14 - 15,2472,1607,4079
18/07/2018,15 - 16,2391,1569,3960
18/07/2018,16 - 17,2338,1542,3880
18/07/2018,17 - 18,2399,1584,3983
18/07/2018,18 - 19,2365,1560,3925
18/07/2018,19 - 20,2259,1445,3704
18/07/2018,20 - 21,2155,1366,3521
18/07/2018,21 - 22,2046,1300,3346
18/07/2018,22 - 23,1981,1271,3252
18/07/2018,23 - 00,1870,1169,3039
19/07/2018,00 - 01,1721,1076,2797
19/07/2018,01 - 02,1664,1029,2693
19/07/2018,02 - 03,1659,1004,2663
19/07/2018,03 - 04,1673,995,2668
19/07/2018,04 - 05,1668,982,2650
19/07/2018,05 - 06,1673,1015,2688
19/07/2018,06 - 07,1859,1134,2993
19/07/2018,07 - 08,2078,1309,3387
19/07/2018,08 - 09,2241,1416,3657
19/07/2018,09 - 10,2323,1478,3801
19/07/2018,10 - 11,2406,1532,3938
19/07/2018,11 - 12,2413,1575,3988
19/07/2018,12 - 13,2393,1562,3955
19/07/2018,13 - 14,2403,1559,3962
19/07/2018,14 - 15,2368,1550,3918
19/07/2018,15 - 16,2327,1508,3835
19/07/2018,16 - 17,2314,1498,3812
19/07/2018,17 - 18,2374,1520,3894
19/07/2018,18 - 19,2356,1508,3864
19/07/2018,19 - 20,2235,1434,3669
19/07/2018,20 - 21,2117,1358,3475
19/07/2018,21 - 22,2030,1297,3327
19/07/2018,22 - 23,1977,1261,3238
19/07/2018,23 - 00,1846,1158,3004
20/07/2018,00 - 01,1731,1089,2820
20/07/2018,01 - 02,1678,1034,2712
20/07/2018,02 - 03,1638,1002,2640
20/07/2018,03 - 04,1629,994,2623
20/07/2018,04 - 05,1647,991,2638
20/07/2018,05 - 06,1672,1021,2693
20/07/2018,06 - 07,1846,1152,2998
20/07/2018,07 - 08,2066,1306,3372
20/07/2018,08 - 09,2224,1434,3658
20/07/2018,09 - 10,2301,1510,3811
20/07/2018,10 - 11,2355,1574,3929
20/07/2018,11 - 12,2327,1588,3915
20/07/2018,12 - 13,2279,1516,3795
20/07/2018,13 - 14,2244,1500,3744
20/07/2018,14 - 15,2199,1469,3668
20/07/2018,15 - 16,2135,1437,3572
20/07/2018,16 - 17,2132,1442,3574
20/07/2018,17 - 18,2223,1466,3689
20/07/2018,18 - 19,2215,1465,3680
20/07/2018,19 - 20,2112,1400,3512
20/07/2018,20 - 21,2010,1317,3327
20/07/2018,21 - 22,1912,1260,3172
20/07/2018,22 - 23,1894,1244,3138
20/07/2018,23 - 00,1783,1170,2953
21/07/2018,00 - 01,1666,1089,2755
21/07/2018,01 - 02,1595,1035,2630
21/07/2018,02 - 03,1550,997,2547
21/07/2018,03 - 04,1540,989,2529
21/07/2018,04 - 05,1536,967,2503
21/07/2018,05 - 06,1522,949,2471
21/07/2018,06 - 07,1568,996,2564
21/07/2018,07 - 08,1685,1089,2774
21/07/2018,08 - 09,1852,1211,3063
21/07/2018,09 - 10,1944,1298,3242
21/07/2018,10 - 11,1970,1353,3323
21/07/2018,11 - 12,1958,1345,3303
21/07/2018,12 - 13,1941,1342,3283
21/07/2018,13 - 14,1913,1328,3241
21/07/2018,14 - 15,1901,1314,3215
21/07/2018,15 - 16,1890,1305,3195
21/07/2018,16 - 17,1937,1322,3259
21/07/2018,17 - 18,2038,1364,3402
21/07/2018,18 - 19,2071,1377,3448
21/07/2018,19 - 20,1989,1337,3326
21/07/2018,20 - 21,1895,1272,3167
21/07/2018,21 - 22,1835,1229,3064
21/07/2018,22 - 23,1799,1228,3027
21/07/2018,23 - 00,1704,1160,2864
22/07/2018,00 - 01,1598,1086,2684
22/07/2018,01 - 02,1536,1031,2567
22/07/2018,02 - 03,1508,998,2506
22/07/2018,03 - 04,1480,984,2464
22/07/2018,04 - 05,1464,972,2436
22/07/2018,05 - 06,1437,951,2388
22/07/2018,06 - 07,1486,984,2470
22/07/2018,07 - 08,1586,1068,2654
22/07/2018,08 - 09,1730,1178,2908
22/07/2018,09 - 10,1842,1275,3117
22/07/2018,10 - 11,1885,1333,3218
22/07/2018,11 - 12,1916,1357,3273
22/07/2018,12 - 13,1932,1356,3288
22/07/2018,13 - 14,1924,1367,3291
22/07/2018,14 - 15,1931,1357,3288
22/07/2018,15 - 16,1899,1339,3238
22/07/2018,16 - 17,1918,1347,3265
22/07/2018,17 - 18,2044,1407,3451
22/07/2018,18 - 19,2086,1430,3516
22/07/2018,19 - 20,2022,1373,3395
22/07/2018,20 - 21,1917,1298,3215
22/07/2018,21 - 22,1842,1258,3100
22/07/2018,22 - 23,1804,1242,3046
22/07/2018,23 - 00,1705,1160,2865
23/07/2018,00 - 01,1615,1079,2694
23/07/2018,01 - 02,1556,1024,2580
23/07/2018,02 - 03,1526,989,2515
23/07/2018,03 - 04,1522,988,2510
23/07/2018,04 - 05,1557,994,2551
23/07/2018,05 - 06,1583,1024,2607
23/07/2018,06 - 07,1779,1159,2938
23/07/2018,07 - 08,1999,1328,3327
23/07/2018,08 - 09,2199,1458,3657
23/07/2018,09 - 10,2305,1528,3833
23/07/2018,10 - 11,2346,1564,3910
23/07/2018,11 - 12,2362,1569,3931
23/07/2018,12 - 13,2357,1571,3928
23/07/2018,13 - 14,2354,1592,3946
23/07/2018,14 - 15,2321,1549,3870
23/07/2018,15 - 16,2295,1522,3817
23/07/2018,16 - 17,2297,1519,3816
23/07/2018,17 - 18,2383,1548,3931
23/07/2018,18 - 19,2343,1521,3864
23/07/2018,19 - 20,2133,1431,3564
23/07/2018,20 - 21,1992,1323,3315
23/07/2018,21 - 22,1896,1278,3174
23/07/2018,22 - 23,1910,1271,3181
23/07/2018,23 - 00,1835,1185,3020
24/07/2018,00 - 01,1730,1099,2829
24/07/2018,01 - 02,1659,1046,2705
24/07/2018,02 - 03,1631,1027,2658
24/07/2018,03 - 04,1622,1022,2644
24/07/2018,04 - 05,1650,1026,2676
24/07/2018,05 - 06,1678,1054,2732
24/07/2018,06 - 07,1855,1177,3032
24/07/2018,07 - 08,2096,1358,3454
24/07/2018,08 - 09,2301,1493,3794
24/07/2018,09 - 10,2386,1575,3961
24/07/2018,10 - 11,2439,1620,4059
24/07/2018,11 - 12,2450,1619,4069
24/07/2018,12 - 13,2434,1603,4037
24/07/2018,13 - 14,2433,1604,4037
24/07/2018,14 - 15,2414,1584,3998
24/07/2018,15 - 16,2352,1553,3905
24/07/2018,16 - 17,2340,1539,3879
24/07/2018,17 - 18,2396,1559,3955
24/07/2018,18 - 19,2352,1534,3886
24/07/2018,19 - 20,2251,1463,3714
24/07/2018,20 - 21,2160,1388,3548
24/07/2018,21 - 22,2050,1315,3365
24/07/2018,22 - 23,2029,1301,3330
24/07/2018,23 - 00,1898,1212,3110
25/07/2018,00 - 01,1785,1121,2906
25/07/2018,01 - 02,1720,1070,2790
25/07/2018,02 - 03,1681,1044,2725
25/07/2018,03 - 04,1658,1038,2696
25/07/2018,04 - 05,1666,1039,2705
25/07/2018,05 - 06,1686,1069,2755
25/07/2018,06 - 07,1876,1194,3070
25/07/2018,07 - 08,2142,1372,3514
25/07/2018,08 - 09,2337,1513,3850
25/07/2018,09 - 10,2423,1600,4023
25/07/2018,10 - 11,2484,1650,4134
25/07/2018,11 - 12,2479,1653,4132
25/07/2018,12 - 13,2458,1637,4095
25/07/2018,13 - 14,2438,1637,4075
25/07/2018,14 - 15,2416,1606,4022
25/07/2018,15 - 16,2388,1577,3965
25/07/2018,16 - 17,2364,1567,3931
25/07/2018,17 - 18,2405,1582,3987
25/07/2018,18 - 19,2384,1572,3956
25/07/2018,19 - 20,2279,1506,3785
25/07/2018,20 - 21,2175,1424,3599
25/07/2018,21 - 22,2093,1379,3472
25/07/2018,22 - 23,2043,1360,3403
25/07/2018,23 - 00,1900,1250,3150
26/07/2018,00 - 01,1771,1146,2917
26/07/2018,01 - 02,1687,1077,2764
26/07/2018,02 - 03,1649,1055,2704
26/07/2018,03 - 04,1650,1045,2695
26/07/2018,04 - 05,1654,1037,2691
26/07/2018,05 - 06,1685,1057,2742
26/07/2018,06 - 07,1886,1191,3077
26/07/2018,07 - 08,2128,1376,3504
26/07/2018,08 - 09,2356,1527,3883
26/07/2018,09 - 10,2464,1602,4066
26/07/2018,10 - 11,2543,1639,4182
26/07/2018,11 - 12,2552,1648,4200
26/07/2018,12 - 13,2537,1648,4185
26/07/2018,13 - 14,2553,1651,4204
26/07/2018,14 - 15,2499,1629,4128
26/07/2018,15 - 16,2367,1592,3959
26/07/2018,16 - 17,2322,1570,3892
26/07/2018,17 - 18,2391,1584,3975
26/07/2018,18 - 19,2382,1554,3936
26/07/2018,19 - 20,2288,1477,3765
26/07/2018,20 - 21,2179,1397,3576
26/07/2018,21 - 22,2105,1348,3453
26/07/2018,22 - 23,2066,1332,3398
26/07/2018,23 - 00,1910,1233,3143
27/07/2018,00 - 01,1791,1141,2932
27/07/2018,01 - 02,1740,1077,2817
27/07/2018,02 - 03,1693,1054,2747
27/07/2018,03 - 04,1680,1053,2733
27/07/2018,04 - 05,1688,1054,2742
27/07/2018,05 - 06,1717,1081,2798
27/07/2018,06 - 07,1903,1210,3113
27/07/2018,07 - 08,2147,1380,3527
27/07/2018,08 - 09,2300,1496,3796
27/07/2018,09 - 10,2349,1569,3918
27/07/2018,10 - 11,2402,1602,4004
27/07/2018,11 - 12,2386,1603,3989
27/07/2018,12 - 13,2390,1607,3997
27/07/2018,13 - 14,2387,1593,3980
27/07/2018,14 - 15,2326,1540,3866
27/07/2018,15 - 16,2284,1511,3795
27/07/2018,16 - 17,2265,1496,3761
27/07/2018,17 - 18,2338,1494,3832
27/07/2018,18 - 19,2367,1429,3796
27/07/2018,19 - 20,2236,1399,3635
27/07/2018,20 - 21,2120,1336,3456
27/07/2018,21 - 22,2044,1283,3327
27/07/2018,22 - 23,2013,1285,3298
27/07/2018,23 - 00,1913,1206,3119
28/07/2018,00 - 01,1781,1132,2913
28/07/2018,01 - 02,1687,1074,2761
28/07/2018,02 - 03,1658,1036,2694
28/07/2018,03 - 04,1643,1020,2663
28/07/2018,04 - 05,1628,1012,2640
28/07/2018,05 - 06,1589,991,2580
28/07/2018,06 - 07,1671,1041,2712
28/07/2018,07 - 08,1791,1140,2931
28/07/2018,08 - 09,1949,1260,3209
28/07/2018,09 - 10,2068,1364,3432
28/07/2018,10 - 11,2137,1419,3556
28/07/2018,11 - 12,2154,1418,3572
28/07/2018,12 - 13,2149,1418,3567
28/07/2018,13 - 14,2113,1410,3523
28/07/2018,14 - 15,2049,1400,3449
28/07/2018,15 - 16,2038,1378,3416
28/07/2018,16 - 17,2044,1381,3425
28/07/2018,17 - 18,2151,1417,3568
28/07/2018,18 - 19,2117,1442,3559
28/07/2018,19 - 20,2050,1378,3428
28/07/2018,20 - 21,1950,1335,3285
28/07/2018,21 - 22,1895,1347,3242
28/07/2018,22 - 23,1841,1313,3154
28/07/2018,23 - 00,1700,1221,2921
29/07/2018,00 - 01,1605,1155,2760
29/07/2018,01 - 02,1550,1092,2642
29/07/2018,02 - 03,1516,1048,2564
29/07/2018,03 - 04,1484,1036,2520
29/07/2018,04 - 05,1461,1024,2485
29/07/2018,05 - 06,1434,986,2420
