,ID,Hours,DK1,DK2,DK
01/01/2018,1.00,0,2335,1248,3583
01/01/2018,2.00,1,2332,1204,3536
01/01/2018,3.00,2,2117,1252,3369
01/01/2018,4.00,3,2081,1313,3394
01/01/2018,5.00,4,2093,1296,3389
01/01/2018,6.00,5,2029,1175,3204
01/01/2018,7.00,6,2078,1194,3272
01/01/2018,8.00,7,2080,1280,3360
01/01/2018,9.00,8,2121,1273,3394
01/01/2018,10.00,9,2335,1260,3595
01/01/2018,11.00,10,2767,1346,4113
01/01/2018,12.00,11,2879,1346,4225
01/01/2018,13.00,12,3028,1316,4344
01/01/2018,14.00,13,3199,1392,4591
01/01/2018,15.00,14,3054,1400,4454
01/01/2018,16.00,15,3031,1390,4421
01/01/2018,17.00,16,3024,1385,4409
01/01/2018,18.00,17,3075,1357,4432
01/01/2018,19.00,18,3028,1318,4346
01/01/2018,20.00,19,2956,1288,4244
01/01/2018,21.00,20,2584,1257,3841
01/01/2018,22.00,21,2510,1242,3752
01/01/2018,23.00,22,2374,1175,3549
01/01/2018,24.00,23,2347,1085,3432
02/01/2018,25.00,0,2273,1022,3295
02/01/2018,26.00,1,2202,976,3178
02/01/2018,27.00,2,2081,895,2976
02/01/2018,28.00,3,2018,830,2848
02/01/2018,29.00,4,1966,778,2744
02/01/2018,30.00,5,1961,779,2740
02/01/2018,31.00,6,2041,836,2877
02/01/2018,32.00,7,2408,949,3357
02/01/2018,33.00,8,2903,1093,3996
02/01/2018,34.00,9,2773,1161,3934
02/01/2018,35.00,10,2726,1212,3938
02/01/2018,36.00,11,2515,1260,3775
02/01/2018,37.00,12,2343,1286,3629
02/01/2018,38.00,13,2420,1286,3706
02/01/2018,39.00,14,2548,1270,3818
02/01/2018,40.00,15,2545,1264,3809
02/01/2018,41.00,16,2706,1219,3925
02/01/2018,42.00,17,2823,1262,4085
02/01/2018,43.00,18,2900,1297,4197
02/01/2018,44.00,19,2672,1218,3890
02/01/2018,45.00,20,2407,1180,3587
02/01/2018,46.00,21,2237,1104,3341
02/01/2018,47.00,22,2422,1145,3567
02/01/2018,48.00,23,2564,1152,3716
03/01/2018,49.00,0,2728,1030,3758
03/01/2018,50.00,1,2860,1082,3942
03/01/2018,51.00,2,2916,1148,4064
03/01/2018,52.00,3,2888,1136,4024
03/01/2018,53.00,4,3040,1202,4242
03/01/2018,54.00,5,3223,1366,4589
03/01/2018,55.00,6,3702,1421,5123
03/01/2018,56.00,7,3964,1519,5483
03/01/2018,57.00,8,3979,1594,5573
03/01/2018,58.00,9,3589,1578,5167
03/01/2018,59.00,10,3176,1477,4653
03/01/2018,60.00,11,2674,1387,4061
03/01/2018,61.00,12,2391,1302,3693
03/01/2018,62.00,13,2211,1205,3416
03/01/2018,63.00,14,1995,1151,3146
03/01/2018,64.00,15,1964,1065,3029
03/01/2018,65.00,16,1864,1103,2967
03/01/2018,66.00,17,1763,1087,2850
03/01/2018,67.00,18,1773,921,2694
03/01/2018,68.00,19,1584,917,2501
03/01/2018,69.00,20,1480,1026,2506
03/01/2018,70.00,21,1497,930,2427
03/01/2018,71.00,22,1602,924,2526
03/01/2018,72.00,23,1724,847,2571
04/01/2018,73.00,0,1760,868,2628
04/01/2018,74.00,1,1738,896,2634
04/01/2018,75.00,2,1813,1089,2902
04/01/2018,76.00,3,1877,1192,3069
04/01/2018,77.00,4,1891,1223,3114
04/01/2018,78.00,5,1928,1207,3135
04/01/2018,79.00,6,1928,1212,3140
04/01/2018,80.00,7,2085,1226,3311
04/01/2018,81.00,8,2531,1352,3883
04/01/2018,82.00,9,2574,1434,4008
04/01/2018,83.00,10,2539,1348,3887
04/01/2018,84.00,11,2614,1348,3962
04/01/2018,85.00,12,2544,1290,3834
04/01/2018,86.00,13,2517,1281,3798
04/01/2018,87.00,14,2479,1252,3731
04/01/2018,88.00,15,2317,1211,3528
04/01/2018,89.00,16,2228,1166,3394
04/01/2018,90.00,17,2200,1100,3300
04/01/2018,91.00,18,2169,1080,3249
04/01/2018,92.00,19,2155,1054,3209
04/01/2018,93.00,20,1749,980,2729
04/01/2018,94.00,21,1407,845,2252
04/01/2018,95.00,22,1138,853,1991
04/01/2018,96.00,23,982,870,1852
05/01/2018,97.00,0,852,826,1678
05/01/2018,98.00,1,848,754,1602
05/01/2018,99.00,2,1068,806,1874
05/01/2018,#####,3,1093,1072,2165
05/01/2018,#####,4,1077,1149,2226
05/01/2018,#####,5,1065,1142,2207
05/01/2018,#####,6,1161,1141,2302
05/01/2018,#####,7,1205,1169,2374
05/01/2018,#####,8,1611,1267,2878
05/01/2018,#####,9,1652,1246,2898
05/01/2018,#####,10,1811,1269,3080
05/01/2018,#####,11,1897,1153,3050
05/01/2018,#####,12,1989,1254,3243
05/01/2018,#####,13,2158,1364,3522
05/01/2018,#####,14,2096,1313,3409
05/01/2018,#####,15,2137,1270,3407
05/01/2018,#####,16,2176,1256,3432
05/01/2018,#####,17,2188,1345,3533
05/01/2018,#####,18,2143,1312,3455
05/01/2018,#####,19,2058,1244,3302
05/01/2018,#####,20,1768,1048,2816
05/01/2018,#####,21,1638,954,2592
05/01/2018,#####,22,1539,933,2472
05/01/2018,#####,23,1279,920,2199
06/01/2018,#####,0,1030,817,1847
06/01/2018,#####,1,1045,777,1822
06/01/2018,#####,2,1013,812,1825
06/01/2018,#####,3,998,787,1785
06/01/2018,#####,4,999,752,1751
06/01/2018,#####,5,1020,751,1771
06/01/2018,#####,6,1121,806,1927
06/01/2018,#####,7,1218,829,2047
06/01/2018,#####,8,1509,915,2424
06/01/2018,#####,9,1995,1114,3109
06/01/2018,#####,10,2093,1119,3212
06/01/2018,#####,11,2223,1101,3324
06/01/2018,#####,12,2199,1105,3304
06/01/2018,#####,13,2172,1142,3314
06/01/2018,#####,14,2133,1149,3282
06/01/2018,#####,15,2078,1101,3179
06/01/2018,#####,16,2235,1087,3322
06/01/2018,#####,17,2649,1175,3824
06/01/2018,#####,18,2622,1150,3772
06/01/2018,#####,19,2364,1139,3503
06/01/2018,#####,20,2034,1151,3185
06/01/2018,#####,21,1816,1108,2924
06/01/2018,#####,22,1654,1111,2765
06/01/2018,#####,23,1492,1067,2559
07/01/2018,#####,0,1207,1035,2242
07/01/2018,#####,1,1058,969,2027
07/01/2018,#####,2,979,968,1947
07/01/2018,#####,3,1108,969,2077
07/01/2018,#####,4,1141,950,2091
07/01/2018,#####,5,1187,867,2054
07/01/2018,#####,6,1235,829,2064
07/01/2018,#####,7,1310,810,2120
07/01/2018,#####,8,1430,857,2287
07/01/2018,#####,9,1658,843,2501
07/01/2018,#####,10,1810,984,2794
07/01/2018,#####,11,1957,1006,2963
07/01/2018,#####,12,2008,1007,3015
07/01/2018,#####,13,1993,1010,3003
07/01/2018,#####,14,1917,1021,2938
07/01/2018,#####,15,1848,997,2845
07/01/2018,#####,16,1946,1005,2951
07/01/2018,#####,17,2214,1009,3223
07/01/2018,#####,18,2408,1003,3411
07/01/2018,#####,19,2349,989,3338
07/01/2018,#####,20,2315,917,3232
07/01/2018,#####,21,2205,916,3121
07/01/2018,#####,22,2076,857,2933
07/01/2018,#####,23,1969,846,2815
08/01/2018,#####,0,1928,851,2779
08/01/2018,#####,1,1749,849,2598
08/01/2018,#####,2,1804,851,2655
08/01/2018,#####,3,1648,848,2496
08/01/2018,#####,4,1501,846,2347
08/01/2018,#####,5,1397,793,2190
08/01/2018,#####,6,1684,808,2492
08/01/2018,#####,7,1960,867,2827
08/01/2018,#####,8,2106,989,3095
08/01/2018,#####,9,2122,1129,3251
08/01/2018,#####,10,2190,1287,3477
08/01/2018,#####,11,2096,1297,3393
08/01/2018,#####,12,2098,1380,3478
08/01/2018,#####,13,1985,1323,3308
08/01/2018,#####,14,1764,1289,3053
08/01/2018,#####,15,1604,1290,2894
08/01/2018,#####,16,1531,1347,2878
08/01/2018,#####,17,1884,1403,3287
08/01/2018,#####,18,2357,1378,3735
08/01/2018,#####,19,2262,1388,3650
08/01/2018,#####,20,2259,1409,3668
08/01/2018,#####,21,2259,1449,3708
08/01/2018,#####,22,2483,1445,3928
08/01/2018,#####,23,2436,1428,3864
09/01/2018,#####,0,2440,1390,3830
09/01/2018,#####,1,2576,1415,3991
09/01/2018,#####,2,2643,1383,4026
09/01/2018,#####,3,2686,1394,4080
09/01/2018,#####,4,2839,1387,4226
09/01/2018,#####,5,3093,1429,4522
09/01/2018,#####,6,3644,1450,5094
09/01/2018,#####,7,4037,1457,5494
09/01/2018,#####,8,3955,1531,5486
09/01/2018,#####,9,3477,1626,5103
09/01/2018,#####,10,3573,1827,5400
09/01/2018,#####,11,3530,1870,5400
09/01/2018,#####,12,3792,1863,5655
09/01/2018,#####,13,3974,1834,5808
09/01/2018,#####,14,3989,1801,5790
09/01/2018,#####,15,4020,1783,5803
09/01/2018,#####,16,4117,1759,5876
09/01/2018,#####,17,4168,1741,5909
09/01/2018,#####,18,4240,1720,5960
09/01/2018,#####,19,3907,1683,5590
09/01/2018,#####,20,3576,1658,5234
09/01/2018,#####,21,3801,1559,5360
09/01/2018,#####,22,3286,1468,4754
09/01/2018,#####,23,3031,1405,4436
10/01/2018,#####,0,2805,1362,4167
10/01/2018,#####,1,2797,1269,4066
10/01/2018,#####,2,2665,1145,3810
10/01/2018,#####,3,2494,1098,3592
10/01/2018,#####,4,2374,1027,3401
10/01/2018,#####,5,2409,1106,3515
10/01/2018,#####,6,2843,1160,4003
10/01/2018,#####,7,3265,1328,4593
10/01/2018,#####,8,3323,1580,4903
10/01/2018,#####,9,3187,1459,4646
10/01/2018,#####,10,2985,1348,4333
10/01/2018,#####,11,2972,1383,4355
10/01/2018,#####,12,2904,1320,4224
10/01/2018,#####,13,2872,1381,4253
10/01/2018,#####,14,2803,1423,4226
10/01/2018,#####,15,2869,1450,4319
10/01/2018,#####,16,2885,1460,4345
10/01/2018,#####,17,2993,1548,4541
10/01/2018,#####,18,2975,1415,4390
10/01/2018,#####,19,2768,1301,4069
10/01/2018,#####,20,2450,1292,3742
10/01/2018,#####,21,2239,1215,3454
10/01/2018,#####,22,1869,1103,2972
10/01/2018,#####,23,1592,1070,2662
11/01/2018,#####,0,1504,980,2484
11/01/2018,#####,1,1514,969,2483
11/01/2018,#####,2,1480,975,2455
11/01/2018,#####,3,1480,963,2443
11/01/2018,#####,4,1447,969,2416
11/01/2018,#####,5,1709,1078,2787
11/01/2018,#####,6,2224,1188,3412
11/01/2018,#####,7,2568,1411,3979
11/01/2018,#####,8,2671,1362,4033
11/01/2018,#####,9,2612,1338,3950
11/01/2018,#####,10,2671,1440,4111
11/01/2018,#####,11,2695,1598,4293
11/01/2018,#####,12,2748,1743,4491
11/01/2018,#####,13,2720,1876,4596
11/01/2018,#####,14,2826,1674,4500
11/01/2018,#####,15,2910,1568,4478
11/01/2018,#####,16,3023,1598,4621
11/01/2018,#####,17,2970,1641,4611
11/01/2018,#####,18,2972,1612,4584
11/01/2018,#####,19,2689,1544,4233
11/01/2018,#####,20,2316,1375,3691
11/01/2018,#####,21,2184,1287,3471
11/01/2018,#####,22,1850,1323,3173
11/01/2018,#####,23,1601,1245,2846
12/01/2018,#####,0,1828,1269,3097
12/01/2018,#####,1,1739,1197,2936
12/01/2018,#####,2,1782,1203,2985
12/01/2018,#####,3,1768,1237,3005
12/01/2018,#####,4,1802,1275,3077
12/01/2018,#####,5,2079,1311,3390
12/01/2018,#####,6,2592,1352,3944
12/01/2018,#####,7,3399,1569,4968
12/01/2018,#####,8,3610,1807,5417
12/01/2018,#####,9,3594,1682,5276
12/01/2018,#####,10,3503,1695,5198
12/01/2018,#####,11,3655,1947,5602
12/01/2018,#####,12,3517,1715,5232
12/01/2018,#####,13,3549,1541,5090
12/01/2018,#####,14,3520,1462,4982
12/01/2018,#####,15,3414,1440,4854
12/01/2018,#####,16,3589,1509,5098
12/01/2018,#####,17,3684,1541,5225
12/01/2018,#####,18,3509,1505,5014
12/01/2018,#####,19,3032,1576,4608
12/01/2018,#####,20,2777,1388,4165
12/01/2018,#####,21,2619,1341,3960
12/01/2018,#####,22,2480,1317,3797
12/01/2018,#####,23,2348,1287,3635
13/01/2018,#####,0,2327,1248,3575
13/01/2018,#####,1,2250,1241,3491
13/01/2018,#####,2,2270,1238,3508
13/01/2018,#####,3,2275,1272,3547
13/01/2018,#####,4,2315,1274,3589
13/01/2018,#####,5,2388,1319,3707
13/01/2018,#####,6,2426,1361,3787
13/01/2018,#####,7,2548,1358,3906
13/01/2018,#####,8,2770,1358,4128
13/01/2018,#####,9,2900,1374,4274
13/01/2018,#####,10,3202,1405,4607
13/01/2018,#####,11,3478,1420,4898
13/01/2018,#####,12,3420,1394,4814
13/01/2018,#####,13,3392,1337,4729
13/01/2018,#####,14,3287,1370,4657
13/01/2018,#####,15,3083,1409,4492
13/01/2018,#####,16,3277,1428,4705
13/01/2018,#####,17,3363,1434,4797
13/01/2018,#####,18,3483,1470,4953
13/01/2018,#####,19,3355,1458,4813
13/01/2018,#####,20,3222,1475,4697
13/01/2018,#####,21,3156,1469,4625
13/01/2018,#####,22,3160,1403,4563
13/01/2018,#####,23,3119,1318,4437
14/01/2018,#####,0,2637,1331,3968
14/01/2018,#####,1,2384,1317,3701
14/01/2018,#####,2,2276,1309,3585
14/01/2018,#####,3,2126,1314,3440
14/01/2018,#####,4,2043,1350,3393
14/01/2018,#####,5,2140,1365,3505
14/01/2018,#####,6,2414,1400,3814
14/01/2018,#####,7,2586,1401,3987
14/01/2018,#####,8,2660,1419,4079
14/01/2018,#####,9,2810,1456,4266
14/01/2018,#####,10,2917,1479,4396
14/01/2018,#####,11,3027,1476,4503
14/01/2018,#####,12,2964,1383,4347
14/01/2018,#####,13,3007,1351,4358
14/01/2018,#####,14,2931,1330,4261
14/01/2018,#####,15,2806,1385,4191
14/01/2018,#####,16,3112,1450,4562
14/01/2018,#####,17,3586,1444,5030
14/01/2018,#####,18,3912,1522,5434
14/01/2018,#####,19,3941,1520,5461
14/01/2018,#####,20,4054,1529,5583
14/01/2018,#####,21,4103,1529,5632
14/01/2018,#####,22,4096,1540,5636
14/01/2018,#####,23,3898,1550,5448
15/01/2018,#####,0,3608,1569,5177
15/01/2018,#####,1,3529,1561,5090
15/01/2018,#####,2,3484,1602,5086
15/01/2018,#####,3,3625,1592,5217
15/01/2018,#####,4,3685,1598,5283
15/01/2018,#####,5,3881,1616,5497
15/01/2018,#####,6,4124,1653,5777
15/01/2018,#####,7,3778,1668,5446
15/01/2018,#####,8,3780,1692,5472
15/01/2018,#####,9,3751,1705,5456
15/01/2018,#####,10,3897,1739,5636
15/01/2018,#####,11,4275,1773,6048
15/01/2018,#####,12,4531,1768,6299
15/01/2018,#####,13,4667,1737,6404
15/01/2018,#####,14,4766,1731,6497
15/01/2018,#####,15,4630,1740,6370
15/01/2018,#####,16,4718,1737,6455
15/01/2018,#####,17,4610,1743,6353
15/01/2018,#####,18,4682,1756,6438
15/01/2018,#####,19,4436,1771,6207
15/01/2018,#####,20,4371,1771,6142
15/01/2018,#####,21,4184,1732,5916
15/01/2018,#####,22,4048,1721,5769
15/01/2018,#####,23,3456,1693,5149
16/01/2018,#####,0,3051,1677,4728
16/01/2018,#####,1,2791,1642,4433
16/01/2018,#####,2,3067,1668,4735
16/01/2018,#####,3,2930,1662,4592
16/01/2018,#####,4,2776,1622,4398
16/01/2018,#####,5,2635,1525,4160
16/01/2018,#####,6,2976,1501,4477
16/01/2018,#####,7,2945,1496,4441
16/01/2018,#####,8,2748,1597,4345
16/01/2018,#####,9,2413,1618,4031
16/01/2018,#####,10,2424,1546,3970
16/01/2018,#####,11,2565,1581,4146
16/01/2018,#####,12,2594,1522,4116
16/01/2018,#####,13,2069,1522,3591
16/01/2018,#####,14,2079,1533,3612
16/01/2018,#####,15,1982,1496,3478
16/01/2018,#####,16,2353,1473,3826
16/01/2018,#####,17,2310,1536,3846
16/01/2018,#####,18,2645,1585,4230
16/01/2018,#####,19,2638,1516,4154
16/01/2018,#####,20,2512,1454,3966
16/01/2018,#####,21,2385,1443,3828
16/01/2018,#####,22,2126,1495,3621
16/01/2018,#####,23,1783,1475,3258
17/01/2018,#####,0,1692,1471,3163
17/01/2018,#####,1,1748,1490,3238
17/01/2018,#####,2,1515,1462,2977
17/01/2018,#####,3,1406,1414,2820
17/01/2018,#####,4,1496,1436,2932
17/01/2018,#####,5,1503,1430,2933
17/01/2018,#####,6,1545,1332,2877
17/01/2018,#####,7,2183,1335,3518
17/01/2018,#####,8,2311,1469,3780
17/01/2018,#####,9,2254,1389,3643
17/01/2018,#####,10,2463,1424,3887
17/01/2018,#####,11,2595,1512,4107
17/01/2018,#####,12,2535,1406,3941
17/01/2018,#####,13,2273,1442,3715
17/01/2018,#####,14,2479,1459,3938
17/01/2018,#####,15,2340,1470,3810
17/01/2018,#####,16,2189,1555,3744
17/01/2018,#####,17,2367,1583,3950
17/01/2018,#####,18,2264,1619,3883
17/01/2018,#####,19,2151,1530,3681
17/01/2018,#####,20,1798,1482,3280
17/01/2018,#####,21,1737,1502,3239
17/01/2018,#####,22,1823,1475,3298
17/01/2018,#####,23,1775,1503,3278
18/01/2018,#####,0,1625,1407,3032
18/01/2018,#####,1,1625,1464,3089
18/01/2018,#####,2,1635,1529,3164
18/01/2018,#####,3,1641,1550,3191
18/01/2018,#####,4,1626,1499,3125
18/01/2018,#####,5,1588,1533,3121
18/01/2018,#####,6,1719,1504,3223
18/01/2018,#####,7,2376,1487,3863
18/01/2018,#####,8,2410,1395,3805
18/01/2018,#####,9,2301,1385,3686
18/01/2018,#####,10,2095,1459,3554
18/01/2018,#####,11,2044,1446,3490
18/01/2018,#####,12,1920,1386,3306
18/01/2018,#####,13,1879,1497,3376
18/01/2018,#####,14,1928,1563,3491
18/01/2018,#####,15,1884,1589,3473
18/01/2018,#####,16,1995,1483,3478
18/01/2018,#####,17,2138,1511,3649
18/01/2018,#####,18,2062,1278,3340
18/01/2018,#####,19,2054,1218,3272
18/01/2018,#####,20,1919,1128,3047
18/01/2018,#####,21,1702,1053,2755
18/01/2018,#####,22,1604,1054,2658
18/01/2018,#####,23,1271,996,2267
19/01/2018,#####,0,1385,1024,2409
19/01/2018,#####,1,1205,984,2189
19/01/2018,#####,2,1098,962,2060
19/01/2018,#####,3,1095,942,2037
19/01/2018,#####,4,1160,953,2113
19/01/2018,#####,5,1332,1002,2334
19/01/2018,#####,6,1967,1086,3053
19/01/2018,#####,7,2240,1133,3373
19/01/2018,#####,8,2303,1175,3478
19/01/2018,#####,9,2334,1263,3597
19/01/2018,#####,10,2392,1280,3672
19/01/2018,#####,11,2406,1303,3709
19/01/2018,#####,12,2432,1264,3696
19/01/2018,#####,13,2554,1242,3796
19/01/2018,#####,14,2441,1236,3677
19/01/2018,#####,15,2346,1317,3663
19/01/2018,#####,16,2335,1422,3757
19/01/2018,#####,17,2493,1423,3916
19/01/2018,#####,18,2606,1357,3963
19/01/2018,#####,19,2478,1376,3854
19/01/2018,#####,20,2305,1333,3638
19/01/2018,#####,21,2064,1245,3309
19/01/2018,#####,22,1772,1240,3012
19/01/2018,#####,23,1638,1245,2883
20/01/2018,#####,0,1441,1210,2651
20/01/2018,#####,1,1487,1106,2593
20/01/2018,#####,2,1556,1112,2668
20/01/2018,#####,3,1570,1096,2666
20/01/2018,#####,4,1529,1106,2635
20/01/2018,#####,5,1631,1067,2698
20/01/2018,#####,6,1807,1098,2905
20/01/2018,#####,7,1858,1084,2942
20/01/2018,#####,8,2224,1080,3304
20/01/2018,#####,9,2500,1173,3673
20/01/2018,#####,10,2693,1276,3969
20/01/2018,#####,11,2637,1280,3917
20/01/2018,#####,12,2742,1263,4005
20/01/2018,#####,13,2622,1254,3876
20/01/2018,#####,14,2572,1211,3783
20/01/2018,#####,15,2448,1172,3620
20/01/2018,#####,16,2451,1133,3584
20/01/2018,#####,17,2552,1203,3755
20/01/2018,#####,18,2624,1184,3808
20/01/2018,#####,19,2601,1190,3791
20/01/2018,#####,20,2287,1111,3398
20/01/2018,#####,21,1987,1041,3028
20/01/2018,#####,22,1927,1041,2968
20/01/2018,#####,23,1636,1010,2646
21/01/2018,#####,0,1323,943,2266
21/01/2018,#####,1,1321,949,2270
21/01/2018,#####,2,1345,919,2264
21/01/2018,#####,3,1297,888,2185
21/01/2018,#####,4,1286,895,2181
21/01/2018,#####,5,1232,894,2126
21/01/2018,#####,6,1306,893,2199
21/01/2018,#####,7,1368,925,2293
21/01/2018,#####,8,1480,970,2450
21/01/2018,#####,9,1786,1098,2884
21/01/2018,#####,10,1959,1140,3099
21/01/2018,#####,11,2058,1170,3228
21/01/2018,#####,12,2056,1176,3232
21/01/2018,#####,13,1998,1100,3098
21/01/2018,#####,14,1950,1085,3035
21/01/2018,#####,15,1970,1085,3055
21/01/2018,#####,16,2055,1144,3199
21/01/2018,#####,17,2336,1193,3529
21/01/2018,#####,18,2396,1184,3580
21/01/2018,#####,19,2477,1132,3609
21/01/2018,#####,20,2246,1062,3308
21/01/2018,#####,21,1852,1017,2869
21/01/2018,#####,22,1957,1009,2966
21/01/2018,#####,23,1938,988,2926
22/01/2018,#####,0,1943,1012,2955
22/01/2018,#####,1,2058,1048,3106
22/01/2018,#####,2,2035,1104,3139
22/01/2018,#####,3,2118,1150,3268
22/01/2018,#####,4,2224,1150,3374
22/01/2018,#####,5,2333,1250,3583
22/01/2018,#####,6,2938,1363,4301
22/01/2018,#####,7,3193,1625,4818
22/01/2018,#####,8,3550,1769,5319
22/01/2018,#####,9,3615,1770,5385
22/01/2018,#####,10,3543,1764,5307
22/01/2018,#####,11,3366,1752,5118
22/01/2018,#####,12,3472,1720,5192
22/01/2018,#####,13,3453,1672,5125
22/01/2018,#####,14,3226,1684,4910
22/01/2018,#####,15,3161,1595,4756
22/01/2018,#####,16,3147,1756,4903
22/01/2018,#####,17,3090,1809,4899
22/01/2018,#####,18,2968,1777,4745
22/01/2018,#####,19,2868,1737,4605
22/01/2018,#####,20,2874,1671,4545
22/01/2018,#####,21,2690,1384,4074
22/01/2018,#####,22,2245,1198,3443
22/01/2018,#####,23,2008,1086,3094
23/01/2018,#####,0,1662,953,2615
23/01/2018,#####,1,1478,923,2401
23/01/2018,#####,2,1453,909,2362
23/01/2018,#####,3,1544,871,2415
23/01/2018,#####,4,1695,887,2582
23/01/2018,#####,5,2135,956,3091
23/01/2018,#####,6,2734,1161,3895
23/01/2018,#####,7,3067,1348,4415
23/01/2018,#####,8,3352,1527,4879
23/01/2018,#####,9,3270,1487,4757
23/01/2018,#####,10,3527,1519,5046
23/01/2018,#####,11,3402,1484,4886
23/01/2018,#####,12,3443,1565,5008
23/01/2018,#####,13,3526,1523,5049
23/01/2018,#####,14,3763,1597,5360
23/01/2018,#####,15,3573,1557,5130
23/01/2018,#####,16,3661,1637,5298
23/01/2018,#####,17,4067,1689,5756
23/01/2018,#####,18,4151,1678,5829
23/01/2018,#####,19,4510,1682,6192
23/01/2018,#####,20,4530,1740,6270
23/01/2018,#####,21,4504,1768,6272
23/01/2018,#####,22,4173,1761,5934
23/01/2018,#####,23,3882,1754,5636
24/01/2018,#####,0,3947,1726,5673
24/01/2018,#####,1,3568,1686,5254
24/01/2018,#####,2,3119,1675,4794
24/01/2018,#####,3,2833,1628,4461
24/01/2018,#####,4,3062,1627,4689
24/01/2018,#####,5,3247,1560,4807
24/01/2018,#####,6,3326,1511,4837
24/01/2018,#####,7,3712,1429,5141
24/01/2018,#####,8,3897,1468,5365
24/01/2018,#####,9,3891,1514,5405
24/01/2018,#####,10,4251,1579,5830
24/01/2018,#####,11,4447,1645,6092
24/01/2018,#####,12,4529,1723,6252
24/01/2018,#####,13,4898,1782,6680
24/01/2018,#####,14,4687,1788,6475
24/01/2018,#####,15,4747,1791,6538
24/01/2018,#####,16,4828,1781,6609
24/01/2018,#####,17,4484,1755,6239
24/01/2018,#####,18,4179,1765,5944
24/01/2018,#####,19,4010,1768,5778
24/01/2018,#####,20,3848,1696,5544
24/01/2018,#####,21,3864,1582,5446
24/01/2018,#####,22,3865,1415,5280
24/01/2018,#####,23,4054,1247,5301
25/01/2018,#####,0,3904,1351,5255
25/01/2018,#####,1,3850,1257,5107
25/01/2018,#####,2,3820,1228,5048
25/01/2018,#####,3,3607,1270,4877
25/01/2018,#####,4,3528,1220,4748
25/01/2018,#####,5,3674,1380,5054
25/01/2018,#####,6,3874,1510,5384
25/01/2018,#####,7,4251,1553,5804
25/01/2018,#####,8,3708,1528,5236
25/01/2018,#####,9,2951,1472,4423
25/01/2018,#####,10,3164,1493,4657
25/01/2018,#####,11,3454,1571,5025
25/01/2018,#####,12,3599,1529,5128
25/01/2018,#####,13,3643,1560,5203
25/01/2018,#####,14,3266,1424,4690
25/01/2018,#####,15,2993,1423,4416
25/01/2018,#####,16,2668,1350,4018
25/01/2018,#####,17,3137,1437,4574
25/01/2018,#####,18,2991,1440,4431
25/01/2018,#####,19,2829,1371,4200
25/01/2018,#####,20,2552,1368,3920
25/01/2018,#####,21,2322,1310,3632
25/01/2018,#####,22,2132,1260,3392
25/01/2018,#####,23,1952,1188,3140
26/01/2018,#####,0,1814,1184,2998
26/01/2018,#####,1,1754,1174,2928
26/01/2018,#####,2,1621,1129,2750
26/01/2018,#####,3,1588,1108,2696
26/01/2018,#####,4,1587,1059,2646
26/01/2018,#####,5,1864,1063,2927
26/01/2018,#####,6,2172,1100,3272
26/01/2018,#####,7,1873,1193,3066
26/01/2018,#####,8,2022,1273,3295
26/01/2018,#####,9,1966,1397,3363
26/01/2018,#####,10,1975,1378,3353
26/01/2018,#####,11,2032,1265,3297
26/01/2018,#####,12,1852,1372,3224
26/01/2018,#####,13,1835,1370,3205
26/01/2018,#####,14,1746,1367,3113
26/01/2018,#####,15,1824,1369,3193
26/01/2018,#####,16,1884,1373,3257
26/01/2018,#####,17,2611,1395,4006
26/01/2018,#####,18,2660,1516,4176
26/01/2018,#####,19,2417,1323,3740
26/01/2018,#####,20,2101,1147,3248
26/01/2018,#####,21,1778,1041,2819
26/01/2018,#####,22,1618,1037,2655
26/01/2018,#####,23,1619,1056,2675
27/01/2018,#####,0,1512,1117,2629
27/01/2018,#####,1,1455,1162,2617
27/01/2018,#####,2,1430,1157,2587
27/01/2018,#####,3,1452,1146,2598
27/01/2018,#####,4,1436,1189,2625
27/01/2018,#####,5,1334,1150,2484
27/01/2018,#####,6,1340,1145,2485
27/01/2018,#####,7,1576,1126,2702
27/01/2018,#####,8,1984,1196,3180
27/01/2018,#####,9,2257,1335,3592
27/01/2018,#####,10,2313,1370,3683
27/01/2018,#####,11,2337,1365,3702
27/01/2018,#####,12,2472,1345,3817
27/01/2018,#####,13,2803,1418,4221
27/01/2018,#####,14,3153,1432,4585
27/01/2018,#####,15,3330,1515,4845
27/01/2018,#####,16,3844,1531,5375
27/01/2018,#####,17,4019,1607,5626
27/01/2018,#####,18,4330,1576,5906
27/01/2018,#####,19,4327,1689,6016
27/01/2018,#####,20,4584,1730,6314
27/01/2018,#####,21,4209,1747,5956
27/01/2018,#####,22,4121,1788,5909
27/01/2018,#####,23,3684,1642,5326
28/01/2018,#####,0,2944,1548,4492
28/01/2018,#####,1,2617,1340,3957
28/01/2018,#####,2,2473,1296,3769
28/01/2018,#####,3,2606,1274,3880
28/01/2018,#####,4,2550,1412,3962
28/01/2018,#####,5,3061,1463,4524
28/01/2018,#####,6,2915,1489,4404
28/01/2018,#####,7,3432,1430,4862
28/01/2018,#####,8,3550,1535,5085
28/01/2018,#####,9,3539,1651,5190
28/01/2018,#####,10,3652,1669,5321
28/01/2018,#####,11,3644,1683,5327
28/01/2018,#####,12,3604,1685,5289
28/01/2018,#####,13,3667,1690,5357
28/01/2018,#####,14,3661,1664,5325
28/01/2018,#####,15,3388,1646,5034
28/01/2018,#####,16,3461,1649,5110
