,ID,Hours,DK1,DK2,DK
12/06/2018,#####,9,1558,544,2102
12/06/2018,#####,10,1427,555,1982
12/06/2018,#####,11,1346,607,1953
12/06/2018,#####,12,1235,624,1859
12/06/2018,#####,13,1274,626,1900
12/06/2018,#####,14,1230,632,1862
12/06/2018,#####,15,1265,651,1916
12/06/2018,#####,16,1172,639,1811
12/06/2018,#####,17,1232,581,1813
12/06/2018,#####,18,1299,548,1847
12/06/2018,#####,19,1242,468,1710
12/06/2018,#####,20,1183,478,1661
12/06/2018,#####,21,1252,468,1720
12/06/2018,#####,22,1301,445,1746
12/06/2018,#####,23,1306,379,1685
13/06/2018,#####,0,1456,362,1818
13/06/2018,#####,1,1531,310,1841
13/06/2018,#####,2,1574,352,1926
13/06/2018,#####,3,1588,342,1930
13/06/2018,#####,4,1614,364,1978
13/06/2018,#####,5,1802,394,2196
13/06/2018,#####,6,2060,372,2432
13/06/2018,#####,7,2569,398,2967
13/06/2018,#####,8,2778,396,3174
13/06/2018,#####,9,3023,419,3442
13/06/2018,#####,10,3137,514,3651
13/06/2018,#####,11,3239,611,3850
13/06/2018,#####,12,3223,732,3955
13/06/2018,#####,13,3231,824,4055
13/06/2018,#####,14,3487,928,4415
13/06/2018,#####,15,3534,985,4519
13/06/2018,#####,16,3280,969,4249
13/06/2018,#####,17,3055,899,3954
13/06/2018,#####,18,3073,850,3923
13/06/2018,#####,19,2838,773,3611
13/06/2018,#####,20,2386,656,3042
13/06/2018,#####,21,1955,524,2479
13/06/2018,#####,22,1523,472,1995
13/06/2018,#####,23,1233,355,1588
14/06/2018,#####,0,1239,323,1562
14/06/2018,#####,1,1225,354,1579
14/06/2018,#####,2,1247,386,1633
14/06/2018,#####,3,1250,381,1631
14/06/2018,#####,4,1298,263,1561
14/06/2018,#####,5,1362,221,1583
14/06/2018,#####,6,1657,269,1926
14/06/2018,#####,7,2122,397,2519
14/06/2018,#####,8,2622,471,3093
14/06/2018,#####,9,2983,536,3519
14/06/2018,#####,10,3450,660,4110
14/06/2018,#####,11,3793,761,4554
14/06/2018,#####,12,3806,772,4578
14/06/2018,#####,13,4244,837,5081
14/06/2018,#####,14,4332,842,5174
14/06/2018,#####,15,4323,820,5143
14/06/2018,#####,16,4073,763,4836
14/06/2018,#####,17,3753,742,4495
14/06/2018,#####,18,3627,710,4337
14/06/2018,#####,19,3578,752,4330
14/06/2018,#####,20,3196,678,3874
14/06/2018,#####,21,2650,478,3128
14/06/2018,#####,22,2089,479,2568
14/06/2018,#####,23,1713,522,2235
15/06/2018,#####,0,1395,532,1927
15/06/2018,#####,1,1345,463,1808
15/06/2018,#####,2,1262,381,1643
15/06/2018,#####,3,1148,305,1453
15/06/2018,#####,4,1012,255,1267
15/06/2018,#####,5,978,261,1239
15/06/2018,#####,6,1052,349,1401
15/06/2018,#####,7,1248,486,1734
15/06/2018,#####,8,1486,556,2042
15/06/2018,#####,9,1568,602,2170
15/06/2018,#####,10,1642,621,2263
15/06/2018,#####,11,1765,621,2386
15/06/2018,#####,12,1629,599,2228
15/06/2018,#####,13,1545,546,2091
15/06/2018,#####,14,1546,538,2084
15/06/2018,#####,15,1456,498,1954
15/06/2018,#####,16,1355,400,1755
15/06/2018,#####,17,1129,370,1499
15/06/2018,#####,18,889,341,1230
15/06/2018,#####,19,675,299,974
15/06/2018,#####,20,538,243,781
15/06/2018,#####,21,480,222,702
15/06/2018,#####,22,441,238,679
15/06/2018,#####,23,396,232,628
16/06/2018,#####,0,399,167,566
16/06/2018,#####,1,447,167,614
16/06/2018,#####,2,466,170,636
16/06/2018,#####,3,470,169,639
16/06/2018,#####,4,484,174,658
16/06/2018,#####,5,485,177,662
16/06/2018,#####,6,446,195,641
16/06/2018,#####,7,569,223,792
16/06/2018,#####,8,673,310,983
16/06/2018,#####,9,738,412,1150
16/06/2018,#####,10,860,512,1372
16/06/2018,#####,11,986,576,1562
16/06/2018,#####,12,1005,549,1554
16/06/2018,#####,13,1024,622,1646
16/06/2018,#####,14,1050,678,1728
16/06/2018,#####,15,1024,637,1661
16/06/2018,#####,16,1106,523,1629
16/06/2018,#####,17,1148,436,1584
16/06/2018,#####,18,1078,463,1541
16/06/2018,#####,19,1062,446,1508
16/06/2018,#####,20,1177,426,1603
16/06/2018,#####,21,1184,369,1553
16/06/2018,#####,22,1208,305,1513
16/06/2018,#####,23,1176,277,1453
17/06/2018,#####,0,1169,247,1416
17/06/2018,#####,1,1103,215,1318
17/06/2018,#####,2,1061,204,1265
17/06/2018,#####,3,1017,243,1260
17/06/2018,#####,4,958,256,1214
17/06/2018,#####,5,1008,209,1217
17/06/2018,#####,6,1048,200,1248
17/06/2018,#####,7,1228,261,1489
17/06/2018,#####,8,1566,343,1909
17/06/2018,#####,9,1863,487,2350
17/06/2018,#####,10,2155,637,2792
17/06/2018,#####,11,2455,820,3275
17/06/2018,#####,12,2725,809,3534
17/06/2018,#####,13,3077,879,3956
17/06/2018,#####,14,2610,840,3450
17/06/2018,#####,15,2923,753,3676
17/06/2018,#####,16,3157,788,3945
17/06/2018,#####,17,2841,722,3563
17/06/2018,#####,18,2927,582,3509
17/06/2018,#####,19,2761,539,3300
17/06/2018,#####,20,2420,481,2901
17/06/2018,#####,21,1959,433,2392
17/06/2018,#####,22,1626,415,2041
17/06/2018,#####,23,1394,374,1768
18/06/2018,#####,0,1334,310,1644
18/06/2018,#####,1,1262,280,1542
18/06/2018,#####,2,1223,296,1519
18/06/2018,#####,3,1170,298,1468
18/06/2018,#####,4,1144,306,1450
18/06/2018,#####,5,1086,334,1420
18/06/2018,#####,6,1218,367,1585
18/06/2018,#####,7,1556,523,2079
18/06/2018,#####,8,1757,547,2304
18/06/2018,#####,9,1890,566,2456
18/06/2018,#####,10,2460,657,3117
18/06/2018,#####,11,2738,671,3409
18/06/2018,#####,12,2862,704,3566
18/06/2018,#####,13,2777,679,3456
18/06/2018,#####,14,2713,758,3471
18/06/2018,#####,15,2537,724,3261
18/06/2018,#####,16,2354,756,3110
18/06/2018,#####,17,2270,627,2897
18/06/2018,#####,18,2178,675,2853
18/06/2018,#####,19,2037,574,2611
18/06/2018,#####,20,1777,513,2290
18/06/2018,#####,21,1632,440,2072
18/06/2018,#####,22,1628,444,2072
18/06/2018,#####,23,1701,404,2105
19/06/2018,#####,0,1950,458,2408
19/06/2018,#####,1,2022,481,2503
19/06/2018,#####,2,1962,543,2505
19/06/2018,#####,3,1938,695,2633
19/06/2018,#####,4,2016,583,2599
19/06/2018,#####,5,1991,539,2530
19/06/2018,#####,6,2206,568,2774
19/06/2018,#####,7,2223,640,2863
19/06/2018,#####,8,2547,727,3274
19/06/2018,#####,9,2879,780,3659
19/06/2018,#####,10,3221,879,4100
19/06/2018,#####,11,3270,1035,4305
19/06/2018,#####,12,3371,1031,4402
19/06/2018,#####,13,3200,908,4108
19/06/2018,#####,14,3258,922,4180
19/06/2018,#####,15,3163,893,4056
19/06/2018,#####,16,3083,835,3918
19/06/2018,#####,17,3050,824,3874
19/06/2018,#####,18,3166,951,4117
19/06/2018,#####,19,2723,817,3540
19/06/2018,#####,20,2223,623,2846
19/06/2018,#####,21,1945,521,2466
19/06/2018,#####,22,1724,560,2284
19/06/2018,#####,23,1431,540,1971
20/06/2018,#####,0,1239,487,1726
20/06/2018,#####,1,1164,454,1618
20/06/2018,#####,2,1071,407,1478
20/06/2018,#####,3,843,335,1178
20/06/2018,#####,4,702,250,952
20/06/2018,#####,5,677,220,897
20/06/2018,#####,6,897,400,1297
20/06/2018,#####,7,1239,468,1707
20/06/2018,#####,8,1502,565,2067
20/06/2018,#####,9,1843,669,2512
20/06/2018,#####,10,2622,884,3506
20/06/2018,#####,11,3107,1077,4184
20/06/2018,#####,12,3556,1151,4707
20/06/2018,#####,13,3915,1202,5117
20/06/2018,#####,14,4001,1126,5127
20/06/2018,#####,15,3880,1067,4947
20/06/2018,#####,16,3684,1005,4689
20/06/2018,#####,17,3370,905,4275
20/06/2018,#####,18,2950,769,3719
20/06/2018,#####,19,2677,661,3338
20/06/2018,#####,20,3080,681,3761
20/06/2018,#####,21,3237,752,3989
20/06/2018,#####,22,2988,705,3693
20/06/2018,#####,23,2929,602,3531
21/06/2018,#####,0,2492,552,3044
21/06/2018,#####,1,2360,590,2950
21/06/2018,#####,2,2277,614,2891
21/06/2018,#####,3,2129,584,2713
21/06/2018,#####,4,1939,568,2507
21/06/2018,#####,5,1809,591,2400
21/06/2018,#####,6,1932,650,2582
21/06/2018,#####,7,1994,640,2634
21/06/2018,#####,8,2324,620,2944
21/06/2018,#####,9,2760,647,3407
21/06/2018,#####,10,3058,609,3667
21/06/2018,#####,11,3303,694,3997
21/06/2018,#####,12,3472,629,4101
21/06/2018,#####,13,3600,656,4256
21/06/2018,#####,14,4014,837,4851
21/06/2018,#####,15,3686,848,4534
21/06/2018,#####,16,3618,1070,4688
21/06/2018,#####,17,3655,1162,4817
21/06/2018,#####,18,3588,1180,4768
21/06/2018,#####,19,3545,1173,4718
21/06/2018,#####,20,3488,1101,4589
21/06/2018,#####,21,3215,1079,4294
21/06/2018,#####,22,2951,1049,4000
21/06/2018,#####,23,2790,1025,3815
22/06/2018,#####,0,2251,976,3227
22/06/2018,#####,1,2231,941,3172
22/06/2018,#####,2,2124,894,3018
22/06/2018,#####,3,1722,804,2526
22/06/2018,#####,4,1302,632,1934
22/06/2018,#####,5,1900,642,2542
22/06/2018,#####,6,1850,637,2487
22/06/2018,#####,7,1982,647,2629
22/06/2018,#####,8,2318,678,2996
22/06/2018,#####,9,2619,662,3281
22/06/2018,#####,10,2836,687,3523
22/06/2018,#####,11,3032,753,3785
22/06/2018,#####,12,3144,853,3997
22/06/2018,#####,13,3221,1034,4255
22/06/2018,#####,14,3464,1099,4563
22/06/2018,#####,15,3692,1177,4869
22/06/2018,#####,16,3838,1184,5022
22/06/2018,#####,17,3804,1166,4970
22/06/2018,#####,18,3684,1114,4798
22/06/2018,#####,19,3741,1083,4824
22/06/2018,#####,20,3712,1060,4772
22/06/2018,#####,21,3674,995,4669
22/06/2018,#####,22,3603,962,4565
22/06/2018,#####,23,3507,975,4482
23/06/2018,#####,0,3375,937,4312
23/06/2018,#####,1,3354,937,4291
23/06/2018,#####,2,3331,927,4258
23/06/2018,#####,3,3234,912,4146
23/06/2018,#####,4,3161,896,4057
23/06/2018,#####,5,3069,895,3964
23/06/2018,#####,6,2937,905,3842
23/06/2018,#####,7,2982,969,3951
23/06/2018,#####,8,3100,1050,4150
23/06/2018,#####,9,3223,1004,4227
23/06/2018,#####,10,3172,989,4161
23/06/2018,#####,11,3055,1047,4102
23/06/2018,#####,12,2947,1020,3967
23/06/2018,#####,13,2828,964,3792
23/06/2018,#####,14,2841,919,3760
23/06/2018,#####,15,2924,941,3865
23/06/2018,#####,16,2832,903,3735
23/06/2018,#####,17,2797,883,3680
23/06/2018,#####,18,2757,845,3602
23/06/2018,#####,19,2684,800,3484
23/06/2018,#####,20,2576,778,3354
23/06/2018,#####,21,2529,762,3291
23/06/2018,#####,22,2511,732,3243
23/06/2018,#####,23,2390,712,3102
24/06/2018,#####,0,2345,641,2986
24/06/2018,#####,1,2331,527,2858
24/06/2018,#####,2,2211,475,2686
24/06/2018,#####,3,2012,452,2464
24/06/2018,#####,4,1878,415,2293
24/06/2018,#####,5,1676,377,2053
24/06/2018,#####,6,1483,400,1883
24/06/2018,#####,7,1417,431,1848
24/06/2018,#####,8,1380,427,1807
24/06/2018,#####,9,1356,422,1778
24/06/2018,#####,10,1391,441,1832
24/06/2018,#####,11,1372,473,1845
24/06/2018,#####,12,1374,439,1813
24/06/2018,#####,13,1424,432,1856
24/06/2018,#####,14,1485,434,1919
24/06/2018,#####,15,1503,476,1979
24/06/2018,#####,16,1441,481,1922
24/06/2018,#####,17,1358,452,1810
24/06/2018,#####,18,1286,407,1693
24/06/2018,#####,19,1242,403,1645
24/06/2018,#####,20,1151,366,1517
24/06/2018,#####,21,1131,368,1499
24/06/2018,#####,22,1123,402,1525
24/06/2018,#####,23,1113,439,1552
25/06/2018,#####,0,1142,402,1544
25/06/2018,#####,1,1202,387,1589
25/06/2018,#####,2,1191,348,1539
25/06/2018,#####,3,1187,306,1493
25/06/2018,#####,4,1202,307,1509
25/06/2018,#####,5,1148,301,1449
25/06/2018,#####,6,1155,334,1489
25/06/2018,#####,7,1236,416,1652
25/06/2018,#####,8,1356,491,1847
25/06/2018,#####,9,1495,485,1980
25/06/2018,#####,10,1549,541,2090
25/06/2018,#####,11,1669,637,2306
25/06/2018,#####,12,1650,694,2344
25/06/2018,#####,13,1683,679,2362
25/06/2018,#####,14,1663,649,2312
25/06/2018,#####,15,1739,596,2335
25/06/2018,#####,16,1617,572,2189
25/06/2018,#####,17,1468,604,2072
25/06/2018,#####,18,1420,597,2017
25/06/2018,#####,19,1443,551,1994
25/06/2018,#####,20,1244,466,1710
25/06/2018,#####,21,1064,445,1509
25/06/2018,#####,22,795,435,1230
25/06/2018,#####,23,864,423,1287
26/06/2018,#####,0,797,386,1183
26/06/2018,#####,1,678,330,1008
26/06/2018,#####,2,597,320,917
26/06/2018,#####,3,509,288,797
26/06/2018,#####,4,563,267,830
26/06/2018,#####,5,525,261,786
26/06/2018,#####,6,519,310,829
26/06/2018,#####,7,586,427,1013
26/06/2018,#####,8,727,497,1224
26/06/2018,#####,9,820,536,1356
26/06/2018,#####,10,936,568,1504
26/06/2018,#####,11,981,579,1560
26/06/2018,#####,12,958,605,1563
26/06/2018,#####,13,931,601,1532
26/06/2018,#####,14,830,580,1410
26/06/2018,#####,15,785,553,1338
26/06/2018,#####,16,837,456,1293
26/06/2018,#####,17,746,335,1081
26/06/2018,#####,18,663,302,965
26/06/2018,#####,19,487,290,777
26/06/2018,#####,20,359,243,602
26/06/2018,#####,21,251,168,419
26/06/2018,#####,22,247,219,466
26/06/2018,#####,23,244,203,447
27/06/2018,#####,0,251,191,442
27/06/2018,#####,1,235,197,432
27/06/2018,#####,2,260,204,464
27/06/2018,#####,3,292,185,477
27/06/2018,#####,4,363,209,572
27/06/2018,#####,5,449,242,691
27/06/2018,#####,6,713,281,994
27/06/2018,#####,7,1125,362,1487
27/06/2018,#####,8,1206,441,1647
27/06/2018,#####,9,1358,463,1821
27/06/2018,#####,10,1424,503,1927
27/06/2018,#####,11,1461,547,2008
27/06/2018,#####,12,1498,574,2072
27/06/2018,#####,13,1507,573,2080
27/06/2018,#####,14,1482,585,2067
27/06/2018,#####,15,1441,608,2049
27/06/2018,#####,16,1528,605,2133
27/06/2018,#####,17,1414,541,1955
27/06/2018,#####,18,1316,472,1788
27/06/2018,#####,19,1143,398,1541
27/06/2018,#####,20,1017,318,1335
27/06/2018,#####,21,946,276,1222
27/06/2018,#####,22,783,262,1045
27/06/2018,#####,23,536,213,749
28/06/2018,#####,0,483,204,687
28/06/2018,#####,1,423,195,618
28/06/2018,#####,2,410,194,604
28/06/2018,#####,3,433,184,617
28/06/2018,#####,4,431,173,604
28/06/2018,#####,5,491,191,682
28/06/2018,#####,6,717,277,994
28/06/2018,#####,7,871,338,1209
28/06/2018,#####,8,933,397,1330
28/06/2018,#####,9,1069,448,1517
28/06/2018,#####,10,1202,488,1690
28/06/2018,#####,11,1305,529,1834
28/06/2018,#####,12,1415,594,2009
28/06/2018,#####,13,1502,629,2131
28/06/2018,#####,14,1552,624,2176
28/06/2018,#####,15,1439,589,2028
28/06/2018,#####,16,1425,501,1926
28/06/2018,#####,17,1503,460,1963
28/06/2018,#####,18,1530,417,1947
28/06/2018,#####,19,1433,355,1788
28/06/2018,#####,20,1346,300,1646
28/06/2018,#####,21,1353,314,1667
28/06/2018,#####,22,1457,331,1788
28/06/2018,#####,23,1417,319,1736
29/06/2018,#####,0,1345,397,1742
29/06/2018,#####,1,1401,432,1833
29/06/2018,#####,2,1396,405,1801
29/06/2018,#####,3,1472,403,1875
29/06/2018,#####,4,1516,403,1919
29/06/2018,#####,5,1592,367,1959
29/06/2018,#####,6,1609,414,2023
29/06/2018,#####,7,1671,452,2123
29/06/2018,#####,8,1629,531,2160
29/06/2018,#####,9,1590,534,2124
29/06/2018,#####,10,1568,607,2175
29/06/2018,#####,11,1808,698,2506
29/06/2018,#####,12,1859,764,2623
29/06/2018,#####,13,1942,897,2839
29/06/2018,#####,14,2021,850,2871
29/06/2018,#####,15,2121,780,2901
29/06/2018,#####,16,2157,710,2867
29/06/2018,#####,17,1850,549,2399
29/06/2018,#####,18,1631,464,2095
29/06/2018,#####,19,1491,392,1883
29/06/2018,#####,20,1294,370,1664
29/06/2018,#####,21,1207,366,1573
29/06/2018,#####,22,1208,284,1492
29/06/2018,#####,23,1101,232,1333
30/06/2018,#####,0,963,241,1204
30/06/2018,#####,1,895,242,1137
30/06/2018,#####,2,823,242,1065
30/06/2018,#####,3,766,244,1010
30/06/2018,#####,4,616,239,855
30/06/2018,#####,5,634,232,866
30/06/2018,#####,6,674,239,913
30/06/2018,#####,7,610,251,861
30/06/2018,#####,8,558,282,840
30/06/2018,#####,9,668,338,1006
30/06/2018,#####,10,852,367,1219
30/06/2018,#####,11,1004,420,1424
30/06/2018,#####,12,1110,454,1564
30/06/2018,#####,13,1245,484,1729
30/06/2018,#####,14,1251,486,1737
30/06/2018,#####,15,1316,485,1801
30/06/2018,#####,16,1332,487,1819
30/06/2018,#####,17,1298,482,1780
30/06/2018,#####,18,1309,441,1750
30/06/2018,#####,19,1244,385,1629
30/06/2018,#####,20,1133,318,1451
30/06/2018,#####,21,923,283,1206
30/06/2018,#####,22,859,291,1150
30/06/2018,#####,23,854,372,1226
01/07/2018,#####,0,967,478,1445
01/07/2018,#####,1,880,481,1361
01/07/2018,#####,2,813,447,1260
01/07/2018,#####,3,821,382,1203
01/07/2018,#####,4,792,315,1107
01/07/2018,#####,5,759,287,1046
01/07/2018,#####,6,753,288,1041
01/07/2018,#####,7,685,322,1007
01/07/2018,#####,8,731,369,1100
01/07/2018,#####,9,952,403,1355
01/07/2018,#####,10,1032,430,1462
01/07/2018,#####,11,1049,437,1486
01/07/2018,#####,12,993,474,1467
01/07/2018,#####,13,951,491,1442
01/07/2018,#####,14,997,517,1514
01/07/2018,#####,15,999,518,1517
01/07/2018,#####,16,1001,497,1498
01/07/2018,#####,17,953,478,1431
01/07/2018,#####,18,883,451,1334
01/07/2018,#####,19,833,353,1186
01/07/2018,#####,20,761,286,1047
01/07/2018,#####,21,643,252,895
01/07/2018,#####,22,621,229,850
01/07/2018,#####,23,609,224,833
02/07/2018,#####,0,546,249,795
02/07/2018,#####,1,457,242,699
02/07/2018,#####,2,367,221,588
02/07/2018,#####,3,392,242,634
02/07/2018,#####,4,448,271,719
02/07/2018,#####,5,439,312,751
02/07/2018,#####,6,445,345,790
02/07/2018,#####,7,790,441,1231
02/07/2018,#####,8,804,540,1344
02/07/2018,#####,9,1059,667,1726
02/07/2018,#####,10,1201,669,1870
02/07/2018,#####,11,1273,591,1864
02/07/2018,#####,12,1366,604,1970
02/07/2018,#####,13,1462,698,2160
02/07/2018,#####,14,1564,711,2275
02/07/2018,#####,15,1739,761,2500
02/07/2018,#####,16,1849,802,2651
02/07/2018,#####,17,1865,801,2666
02/07/2018,#####,18,1859,710,2569
02/07/2018,#####,19,1741,538,2279
02/07/2018,#####,20,1568,400,1968
02/07/2018,#####,21,1435,389,1824
02/07/2018,#####,22,1328,356,1684
02/07/2018,#####,23,1224,335,1559
03/07/2018,#####,0,1179,309,1488
03/07/2018,#####,1,1233,286,1519
03/07/2018,#####,2,1210,240,1450
03/07/2018,#####,3,1175,207,1382
03/07/2018,#####,4,959,189,1148
03/07/2018,#####,5,985,221,1206
03/07/2018,#####,6,1242,239,1481
03/07/2018,#####,7,1216,281,1497
03/07/2018,#####,8,1140,322,1462
03/07/2018,#####,9,1522,430,1952
03/07/2018,#####,10,1597,524,2121
03/07/2018,#####,11,1647,626,2273
03/07/2018,#####,12,1688,649,2337
03/07/2018,#####,13,1715,651,2366
03/07/2018,#####,14,1681,633,2314
03/07/2018,#####,15,1649,596,2245
03/07/2018,#####,16,1618,561,2179
03/07/2018,#####,17,1505,562,2067
03/07/2018,#####,18,1392,493,1885
03/07/2018,#####,19,1222,418,1640
03/07/2018,#####,20,1061,375,1436
03/07/2018,#####,21,989,416,1405
03/07/2018,#####,22,1032,433,1465
03/07/2018,#####,23,947,416,1363
04/07/2018,#####,0,809,322,1131
04/07/2018,#####,1,843,345,1188
04/07/2018,#####,2,853,321,1174
04/07/2018,#####,3,716,302,1018
04/07/2018,#####,4,719,291,1010
04/07/2018,#####,5,648,283,931
04/07/2018,#####,6,794,297,1091
04/07/2018,#####,7,867,337,1204
04/07/2018,#####,8,893,404,1297
04/07/2018,#####,9,949,464,1413
04/07/2018,#####,10,1060,519,1579
04/07/2018,#####,11,1102,555,1657
04/07/2018,#####,12,1108,551,1659
04/07/2018,#####,13,1188,557,1745
04/07/2018,#####,14,1228,549,1777
04/07/2018,#####,15,1298,543,1841
04/07/2018,#####,16,1260,510,1770
04/07/2018,#####,17,1308,465,1773
04/07/2018,#####,18,1314,435,1749
04/07/2018,#####,19,1242,400,1642
04/07/2018,#####,20,1205,367,1572
04/07/2018,#####,21,1128,328,1456
04/07/2018,#####,22,1242,322,1564
04/07/2018,#####,23,1152,283,1435
05/07/2018,#####,0,1089,313,1402
05/07/2018,#####,1,1002,307,1309
05/07/2018,#####,2,885,301,1186
05/07/2018,#####,3,923,325,1248
05/07/2018,#####,4,923,343,1266
05/07/2018,#####,5,885,326,1211
05/07/2018,#####,6,1199,340,1539
05/07/2018,#####,7,1282,398,1680
05/07/2018,#####,8,1316,385,1701
05/07/2018,#####,9,1417,439,1856
05/07/2018,#####,10,1455,478,1933
05/07/2018,#####,11,1359,532,1891
05/07/2018,#####,12,1470,564,2034
05/07/2018,#####,13,1701,593,2294
05/07/2018,#####,14,1937,608,2545
05/07/2018,#####,15,2041,613,2654
05/07/2018,#####,16,2015,637,2652
05/07/2018,#####,17,2094,689,2783
05/07/2018,#####,18,2137,696,2833
05/07/2018,#####,19,1999,703,2702
05/07/2018,#####,20,1973,664,2637
05/07/2018,#####,21,2015,636,2651
05/07/2018,#####,22,2040,592,2632
05/07/2018,#####,23,1853,505,2358
06/07/2018,#####,0,1883,499,2382
06/07/2018,#####,1,2069,528,2597
06/07/2018,#####,2,2272,595,2867
06/07/2018,#####,3,2420,601,3021
06/07/2018,#####,4,2467,637,3104
06/07/2018,#####,5,2428,688,3116
06/07/2018,#####,6,2483,788,3271
06/07/2018,#####,7,2663,854,3517
06/07/2018,#####,8,3139,915,4054
06/07/2018,#####,9,3094,1007,4101
06/07/2018,#####,10,3121,1089,4210
06/07/2018,#####,11,3264,1108,4372
06/07/2018,#####,12,3649,1195,4844
06/07/2018,#####,13,3619,1205,4824
06/07/2018,#####,14,3676,1213,4889
06/07/2018,#####,15,3636,1248,4884
06/07/2018,#####,16,3613,1229,4842
06/07/2018,#####,17,3518,1182,4700
06/07/2018,#####,18,3340,1115,4455
06/07/2018,#####,19,3072,1017,4089
06/07/2018,#####,20,2824,982,3806
06/07/2018,#####,21,2684,928,3612
06/07/2018,#####,22,2603,827,3430
06/07/2018,#####,23,2584,767,3351
07/07/2018,#####,0,2694,766,3460
07/07/2018,#####,1,2754,777,3531
07/07/2018,#####,2,2884,760,3644
07/07/2018,#####,3,2880,736,3616
07/07/2018,#####,4,2804,779,3583
07/07/2018,#####,5,2742,792,3534
07/07/2018,#####,6,2736,842,3578
07/07/2018,#####,7,2940,949,3889
07/07/2018,#####,8,3103,1025,4128
07/07/2018,#####,9,3093,1023,4116
07/07/2018,#####,10,3085,1014,4099
07/07/2018,#####,11,3039,1030,4069
07/07/2018,#####,12,2871,1102,3973
07/07/2018,#####,13,2782,1097,3879
07/07/2018,#####,14,2676,1077,3753
07/07/2018,#####,15,2606,1060,3666
07/07/2018,#####,16,2483,1000,3483
07/07/2018,#####,17,2363,929,3292
07/07/2018,#####,18,2156,846,3002
07/07/2018,#####,19,1950,778,2728
07/07/2018,#####,20,1755,716,2471
07/07/2018,#####,21,1603,696,2299
07/07/2018,#####,22,1496,707,2203
07/07/2018,#####,23,1529,671,2200
08/07/2018,#####,0,1509,639,2148
08/07/2018,#####,1,1410,568,1978
08/07/2018,#####,2,1284,489,1773
08/07/2018,#####,3,1144,464,1608
08/07/2018,#####,4,1121,383,1504
08/07/2018,#####,5,1025,332,1357
08/07/2018,#####,6,936,323,1259
08/07/2018,#####,7,962,359,1321
08/07/2018,#####,8,1012,363,1375
08/07/2018,#####,9,1050,419,1469
08/07/2018,#####,10,1087,438,1525
08/07/2018,#####,11,1146,469,1615
08/07/2018,#####,12,1209,517,1726
08/07/2018,#####,13,1308,508,1816
08/07/2018,#####,14,1424,523,1947
08/07/2018,#####,15,1621,605,2226
08/07/2018,#####,16,1864,598,2462
08/07/2018,#####,17,1937,521,2458
08/07/2018,#####,18,2005,476,2481
08/07/2018,#####,19,1971,521,2492
08/07/2018,#####,20,1993,622,2615
08/07/2018,#####,21,1882,661,2543
08/07/2018,#####,22,1892,646,2538
08/07/2018,#####,23,1997,653,2650
09/07/2018,#####,0,2192,542,2734
09/07/2018,#####,1,2328,533,2861
09/07/2018,#####,2,2601,539,3140
09/07/2018,#####,3,2880,519,3399
09/07/2018,#####,4,3204,526,3730
09/07/2018,#####,5,3303,607,3910
09/07/2018,#####,6,3445,741,4186
09/07/2018,#####,7,3558,729,4287
09/07/2018,#####,8,3501,888,4389
09/07/2018,#####,9,3834,988,4822
09/07/2018,#####,10,3816,1024,4840
09/07/2018,#####,11,3758,1059,4817
09/07/2018,#####,12,3630,1058,4688
09/07/2018,#####,13,3575,1106,4681
09/07/2018,#####,14,3370,1057,4427
09/07/2018,#####,15,3384,1105,4489
09/07/2018,#####,16,3394,1061,4455
09/07/2018,#####,17,3167,1032,4199
09/07/2018,#####,18,2956,982,3938
09/07/2018,#####,19,2508,847,3355
09/07/2018,#####,20,2054,924,2978
09/07/2018,#####,21,1635,833,2468
09/07/2018,#####,22,1491,685,2176
09/07/2018,#####,23,1355,475,1830
10/07/2018,#####,0,1344,354,1698
10/07/2018,#####,1,1429,356,1785
10/07/2018,#####,2,1599,373,1972
10/07/2018,#####,3,1652,350,2002
10/07/2018,#####,4,1741,291,2032
10/07/2018,#####,5,1962,294,2256
10/07/2018,#####,6,1904,329,2233
10/07/2018,#####,7,2095,427,2522
10/07/2018,#####,8,2128,560,2688
10/07/2018,#####,9,2073,768,2841
10/07/2018,#####,10,2343,722,3065
10/07/2018,#####,11,2348,680,3028
10/07/2018,#####,12,2304,728,3032
10/07/2018,#####,13,2475,789,3264
10/07/2018,#####,14,2288,751,3039
10/07/2018,#####,15,2036,697,2733
10/07/2018,#####,16,1746,595,2341
10/07/2018,#####,17,1450,544,1994
10/07/2018,#####,18,1190,480,1670
10/07/2018,#####,19,997,494,1491
10/07/2018,#####,20,811,603,1414
10/07/2018,#####,21,685,677,1362
10/07/2018,#####,22,764,649,1413
10/07/2018,#####,23,577,560,1137
11/07/2018,#####,0,617,522,1139
11/07/2018,#####,1,818,568,1386
11/07/2018,#####,2,891,577,1468
11/07/2018,#####,3,928,576,1504
11/07/2018,#####,4,919,562,1481
11/07/2018,#####,5,730,578,1308
11/07/2018,#####,6,900,673,1573
11/07/2018,#####,7,1016,761,1777
11/07/2018,#####,8,1020,802,1822
11/07/2018,#####,9,1152,833,1985
11/07/2018,#####,10,1308,877,2185
11/07/2018,#####,11,1478,892,2370
11/07/2018,#####,12,1580,962,2542
11/07/2018,#####,13,1670,898,2568
11/07/2018,#####,14,1667,865,2532
11/07/2018,#####,15,1747,775,2522
11/07/2018,#####,16,1781,687,2468
11/07/2018,#####,17,1775,619,2394
11/07/2018,#####,18,1680,553,2233
