,Hours,NO net exchange,SE net exchange,FI net exchange,DK,EE net exchange,LV net exchange,LT net exchange
29/10/2018,14 - 15,-1813,-1938,2003,-1142,-50,523,1192
29/10/2018,15 - 16,-2040,-1814,1768,-960,-90,558,1101
29/10/2018,16 - 17,-1940,-1800,2011,-934,-159,304,999
29/10/2018,17 - 18,-1721,-1659,2073,-608,-191,53,977
29/10/2018,18 - 19,-1794,-2074,2591,-938,-227,87,944
29/10/2018,19 - 20,-1231,-2055,2531,-1319,-271,459,1050
29/10/2018,20 - 21,187,-2404,2489,-1445,-154,385,949
29/10/2018,21 - 22,1547,-2537,2780,-1552,-195,332,779
29/10/2018,22 - 23,2258,-2694,2814,-1556,-278,324,651
29/10/2018,23 - 00,2782,-2175,2536,-1787,-351,265,564
30/10/2018,00 - 01,2678,-1878,2441,-1870,-277,354,928
30/10/2018,01 - 02,2787,-1846,2302,-1877,-260,354,1021
30/10/2018,02 - 03,2726,-1827,2169,-1934,-151,144,1085
30/10/2018,03 - 04,2450,-1845,2145,-2104,-47,156,933
30/10/2018,04 - 05,2173,-2191,2217,-2066,-239,421,981
30/10/2018,05 - 06,1550,-2150,2565,-1883,-220,535,802
30/10/2018,06 - 07,643,-2610,2271,-1385,-151,541,979
30/10/2018,07 - 08,-339,-2455,1844,-1008,-101,695,1103
30/10/2018,08 - 09,-153,-2437,1892,-874,-109,752,936
30/10/2018,09 - 10,-164,-2301,1888,-436,-170,749,943
30/10/2018,10 - 11,-283,-2170,1989,-13,-325,712,918
30/10/2018,11 - 12,-477,-2016,1993,34,-283,699,946
30/10/2018,12 - 13,-243,-1924,2101,72,-237,719,1139
30/10/2018,13 - 14,-117,-1855,1951,246,-154,706,1118
30/10/2018,14 - 15,-93,-1993,1850,158,-223,698,1108
30/10/2018,15 - 16,-1340,-2199,2003,105,-275,695,1094
30/10/2018,16 - 17,-1727,-2277,2008,427,-154,691,923
30/10/2018,17 - 18,-1953,-1715,1986,1035,-175,523,924
30/10/2018,18 - 19,-1570,-1271,1881,993,-190,655,886
30/10/2018,19 - 20,-1324,-1370,1686,1338,-104,598,860
30/10/2018,20 - 21,-24,-1545,1559,1342,-91,538,917
30/10/2018,21 - 22,569,-1695,2067,1068,-162,464,756
30/10/2018,22 - 23,1454,-1552,2391,617,-220,423,618
30/10/2018,23 - 00,2050,-1562,2208,248,-246,397,564
31/10/2018,00 - 01,2539,-929,2087,-15,-382,384,965
31/10/2018,01 - 02,2532,-872,2015,-381,-400,366,985
31/10/2018,02 - 03,2935,-1166,2001,-735,-178,61,1092
31/10/2018,03 - 04,3324,-1458,1912,-841,-81,37,1024
31/10/2018,04 - 05,2801,-1708,2086,-662,-407,425,1047
31/10/2018,05 - 06,1700,-1927,2426,-706,-397,572,874
31/10/2018,06 - 07,-456,-2222,2162,44,-293,625,1071
31/10/2018,07 - 08,-1541,-2917,1667,116,-200,689,1010
31/10/2018,08 - 09,-1087,-3039,1553,-113,-155,641,1090
31/10/2018,09 - 10,-755,-3013,1598,-202,-191,530,1118
31/10/2018,10 - 11,-509,-2900,1735,-322,-236,465,1113
31/10/2018,11 - 12,-985,-2854,1739,-506,-202,462,1109
31/10/2018,12 - 13,-1450,-2724,1745,-173,-209,475,1100
31/10/2018,13 - 14,-2035,-2831,1651,107,-216,313,1120
31/10/2018,14 - 15,-2746,-3305,1770,362,-205,514,1081
31/10/2018,15 - 16,-3277,-3301,1745,910,-212,239,1113
31/10/2018,16 - 17,-3360,-3235,1623,1324,-216,81,1230
31/10/2018,17 - 18,-2712,-3344,1767,1312,-249,-170,1227
31/10/2018,18 - 19,-3310,-3030,1848,1460,-276,-180,1206
31/10/2018,19 - 20,-2444,-2981,1887,1064,-281,354,1080
31/10/2018,20 - 21,-1770,-2718,1591,932,-310,469,1250
31/10/2018,21 - 22,-928,-2526,1714,933,-437,376,1133
31/10/2018,22 - 23,697,-2294,1540,981,-496,298,1036
31/10/2018,23 - 00,1129,-1933,1296,987,-565,304,973
01/11/2018,00 - 01,1653,-1204,1194,633,-563,383,1329
01/11/2018,01 - 02,1740,-1095,1159,382,-572,338,1338
01/11/2018,02 - 03,2321,-1009,1192,112,-348,-59,1270
01/11/2018,03 - 04,2918,-839,1371,93,13,-81,1234
01/11/2018,04 - 05,2818,-768,1713,-34,-436,461,1153
01/11/2018,05 - 06,1232,-698,2318,-17,-300,524,769
01/11/2018,06 - 07,-108,-593,2571,237,-174,624,817
01/11/2018,07 - 08,-573,-935,2471,594,-61,719,983
01/11/2018,08 - 09,-1094,-1200,2544,655,30,769,1003
01/11/2018,09 - 10,-1132,-1202,2639,569,61,776,1025
01/11/2018,10 - 11,-2122,-1266,2778,607,-10,750,1015
01/11/2018,11 - 12,-3126,-1521,2774,702,-69,706,993
01/11/2018,12 - 13,-3119,-1770,2432,935,-63,716,949
01/11/2018,13 - 14,-3451,-2179,2092,1101,-7,701,919
01/11/2018,14 - 15,-3358,-2369,2173,1257,11,687,886
01/11/2018,15 - 16,-3719,-2427,2308,1300,-85,367,924
01/11/2018,16 - 17,-3877,-2442,2581,1252,-94,424,994
01/11/2018,17 - 18,-3667,-2323,2628,1688,-100,-4,983
01/11/2018,18 - 19,-3617,-2520,2808,1394,-74,28,954
01/11/2018,19 - 20,-3907,-2527,3064,1318,-112,562,929
01/11/2018,20 - 21,-3455,-2174,2840,1315,-166,588,867
01/11/2018,21 - 22,-2737,-1964,3043,1615,-277,502,805
01/11/2018,22 - 23,-1562,-1615,3051,1549,-366,415,705
01/11/2018,23 - 00,574,-1492,2854,1682,-427,407,642
02/11/2018,00 - 01,1121,-1257,2810,1275,-467,398,999
02/11/2018,01 - 02,1644,-1433,2735,1142,-476,396,988
02/11/2018,02 - 03,1534,-1659,2732,1016,-689,153,928
02/11/2018,03 - 04,1666,-1484,2769,905,-210,123,820
02/11/2018,04 - 05,570,-1710,2897,631,-468,436,831
02/11/2018,05 - 06,-1819,-1971,3320,537,-343,524,781
02/11/2018,06 - 07,-3594,-2276,2955,679,-225,677,977
02/11/2018,07 - 08,-3905,-2619,2438,657,-109,772,1129
02/11/2018,08 - 09,-3947,-2475,2424,557,-86,761,1221
02/11/2018,09 - 10,-3640,-2251,2805,620,-102,759,1296
02/11/2018,10 - 11,-3343,-2056,2808,558,-143,711,1318
02/11/2018,11 - 12,-2935,-1871,2859,-46,-171,663,1310
02/11/2018,12 - 13,-3217,-1969,2889,-161,-126,661,1362
02/11/2018,13 - 14,-4058,-2199,2749,-137,-186,597,1203
02/11/2018,14 - 15,-3846,-2435,2705,-181,-197,497,1340
02/11/2018,15 - 16,-3726,-2439,2665,-727,-185,537,1340
02/11/2018,16 - 17,-4023,-2542,2593,-390,-176,615,1225
02/11/2018,17 - 18,-4547,-2619,2398,181,-233,621,1248
02/11/2018,18 - 19,-4280,-2856,2489,211,-275,477,1229
02/11/2018,19 - 20,-3279,-3108,2475,182,-301,621,1355
02/11/2018,20 - 21,-1961,-3303,2019,298,-325,562,1263
02/11/2018,21 - 22,-1718,-3198,1995,472,-396,488,1141
02/11/2018,22 - 23,-1354,-3044,1730,490,-495,461,1026
02/11/2018,23 - 00,-468,-3060,1449,410,-563,413,965
03/11/2018,00 - 01,-945,-2743,1285,308,-332,273,890
03/11/2018,01 - 02,-498,-2917,1293,262,-286,274,844
03/11/2018,02 - 03,-44,-3053,1245,313,-4,-189,844
03/11/2018,03 - 04,-60,-3135,1267,453,130,-205,873
03/11/2018,04 - 05,-346,-3162,1219,620,-310,287,885
03/11/2018,05 - 06,-1177,-3370,1359,925,-285,324,943
03/11/2018,06 - 07,-1666,-3265,1579,800,-269,372,1015
03/11/2018,07 - 08,-2057,-3148,1802,924,-174,445,1107
03/11/2018,08 - 09,-2605,-2878,1881,799,-56,507,1177
03/11/2018,09 - 10,-3178,-2528,1959,713,-74,525,1209
03/11/2018,10 - 11,-3282,-2594,2095,699,-75,459,1216
03/11/2018,11 - 12,-2934,-2851,2146,426,-100,518,1191
03/11/2018,12 - 13,-2574,-2798,2097,106,-79,506,1177
03/11/2018,13 - 14,-2425,-2619,2000,-56,-46,502,1150
03/11/2018,14 - 15,-3007,-2357,1994,132,-45,498,1166
03/11/2018,15 - 16,-3413,-2312,2140,281,-19,520,1133
03/11/2018,16 - 17,-3694,-2303,2440,213,-1,543,1166
03/11/2018,17 - 18,-3514,-2518,2614,568,12,108,1064
03/11/2018,18 - 19,-3136,-2930,2555,433,-32,462,1052
03/11/2018,19 - 20,-2643,-3301,2578,278,-138,523,1221
03/11/2018,20 - 21,-2482,-3235,2220,164,-169,472,1188
03/11/2018,21 - 22,-2266,-2947,2600,44,-228,420,1109
03/11/2018,22 - 23,-897,-2511,2515,-10,-214,352,1002
03/11/2018,23 - 00,431,-2158,2289,-186,-196,302,950
04/11/2018,00 - 01,302,-1529,2058,-136,-260,290,929
04/11/2018,01 - 02,420,-1310,1976,-80,-309,293,1100
04/11/2018,02 - 03,477,-1121,1867,-111,-50,-134,1100
04/11/2018,03 - 04,1035,-962,1887,-208,79,-161,1105
04/11/2018,04 - 05,1266,-841,1953,-214,-337,300,1135
04/11/2018,05 - 06,916,-1011,1948,-115,-300,310,979
04/11/2018,06 - 07,96,-957,1846,-27,-269,335,1021
04/11/2018,07 - 08,-1547,-1278,1694,-30,-186,401,1111
04/11/2018,08 - 09,-2609,-1074,1627,10,-124,462,1186
04/11/2018,09 - 10,-3731,-1268,1736,138,-128,496,1257
04/11/2018,10 - 11,-3877,-1505,1827,368,-133,497,1274
04/11/2018,11 - 12,-3795,-1511,1746,364,-158,491,1283
04/11/2018,12 - 13,-3547,-1639,1569,461,-159,484,1276
04/11/2018,13 - 14,-3342,-1909,1508,634,-136,480,1252
04/11/2018,14 - 15,-3272,-1891,1534,554,-146,481,1240
04/11/2018,15 - 16,-3445,-1807,1807,592,-126,510,1253
04/11/2018,16 - 17,-4091,-1672,1994,960,-31,585,1293
04/11/2018,17 - 18,-4143,-1497,1972,1416,-18,600,1183
04/11/2018,18 - 19,-4112,-1303,1903,1311,-30,571,1177
04/11/2018,19 - 20,-3609,-1445,1707,1070,-89,549,1040
04/11/2018,20 - 21,-3152,-1539,1206,983,-147,500,975
04/11/2018,21 - 22,-2296,-1554,1608,963,-223,426,971
04/11/2018,22 - 23,-1730,-1712,1579,947,-299,349,864
04/11/2018,23 - 00,-216,-1697,1403,1134,-376,315,830
05/11/2018,00 - 01,581,-1599,1088,1166,-407,335,1007
05/11/2018,01 - 02,-358,-1427,1001,1132,-438,233,991
05/11/2018,02 - 03,-486,-1501,951,1104,-657,34,973
05/11/2018,03 - 04,220,-1575,848,1163,-164,0,984
05/11/2018,04 - 05,471,-1618,1090,1221,-438,359,1064
05/11/2018,05 - 06,-987,-1531,1824,1371,-396,421,1316
05/11/2018,06 - 07,-3369,-1428,1965,1487,-327,477,1238
05/11/2018,07 - 08,-3401,-831,1618,1744,-378,330,1157
05/11/2018,08 - 09,-3141,-904,1408,1878,-351,97,1184
05/11/2018,09 - 10,-3291,-938,1477,1914,-342,215,1229
05/11/2018,10 - 11,-3962,-472,1639,1930,-344,225,1237
05/11/2018,11 - 12,-4153,-300,1655,1855,-379,148,1232
05/11/2018,12 - 13,-4128,-326,1555,1782,-332,280,1281
05/11/2018,13 - 14,-4152,-378,1528,1807,-346,278,1256
05/11/2018,14 - 15,-3761,-396,1615,1670,-348,227,1252
05/11/2018,15 - 16,-3892,-594,1799,1773,-334,121,1246
05/11/2018,16 - 17,-3691,-584,1870,1775,-312,-70,1291
05/11/2018,17 - 18,-4008,-799,1979,2173,-352,94,1256
05/11/2018,18 - 19,-4115,-914,2223,2047,-350,483,1243
05/11/2018,19 - 20,-4041,-749,2194,1775,-369,473,1296
05/11/2018,20 - 21,-4162,-459,1903,1579,-431,421,1162
05/11/2018,21 - 22,-3950,-585,2177,1404,-515,332,1062
05/11/2018,22 - 23,-2684,-901,2152,1046,-606,244,928
05/11/2018,23 - 00,-1550,-758,2123,813,-673,183,890
06/11/2018,00 - 01,-1351,-825,1952,971,-738,159,1222
06/11/2018,01 - 02,-839,-995,1957,730,-792,147,1188
06/11/2018,02 - 03,-723,-1230,1878,858,-584,-217,1172
06/11/2018,03 - 04,-499,-1481,1843,898,-397,-215,1178
06/11/2018,04 - 05,-978,-1660,2008,1008,-815,172,1205
06/11/2018,05 - 06,-3169,-1746,2562,1166,-722,299,1052
06/11/2018,06 - 07,-4324,-2047,2548,1482,-647,431,1081
06/11/2018,07 - 08,-4191,-1596,2198,1800,-553,259,1137
06/11/2018,08 - 09,-4122,-1412,2197,1889,-519,248,1162
06/11/2018,09 - 10,-3904,-1392,2419,1972,-525,250,1215
06/11/2018,10 - 11,-3985,-1503,2467,2057,-605,337,1427
06/11/2018,11 - 12,-4255,-1473,2448,2189,-653,430,1409
06/11/2018,12 - 13,-4422,-1303,2292,2203,-667,449,1280
06/11/2018,13 - 14,-4584,-1521,2058,2293,-589,388,1267
06/11/2018,14 - 15,-4856,-1583,2093,2152,-645,310,1223
06/11/2018,15 - 16,-4543,-1387,2247,2053,-665,233,1183
06/11/2018,16 - 17,-4319,-1020,2341,2268,-677,-59,1211
06/11/2018,17 - 18,-4254,-845,2332,2567,-720,-368,1153
06/11/2018,18 - 19,-4332,-1033,2337,2313,-742,-212,1095
06/11/2018,19 - 20,-4479,-988,2485,2054,-753,119,1024
06/11/2018,20 - 21,-4509,-542,2287,1985,-837,384,1196
06/11/2018,21 - 22,-4604,-393,2631,1889,-910,316,1048
06/11/2018,22 - 23,-4349,-60,2563,1783,-998,234,937
06/11/2018,23 - 00,-3197,92,2452,1740,-1061,188,877
07/11/2018,00 - 01,-2611,106,2187,1561,-980,144,1219
07/11/2018,01 - 02,-1986,139,2206,1319,-983,133,1230
07/11/2018,02 - 03,-1074,92,2362,980,-657,-340,1223
07/11/2018,03 - 04,-106,172,2454,902,-496,-307,1221
07/11/2018,04 - 05,-1089,7,2678,822,-886,175,1226
07/11/2018,05 - 06,-2979,70,3136,803,-817,295,1120
07/11/2018,06 - 07,-4715,-975,2957,1320,-781,425,1294
07/11/2018,07 - 08,-4246,-1347,2617,1262,-696,246,1309
07/11/2018,08 - 09,-3975,-1198,2491,1375,-670,62,1290
07/11/2018,09 - 10,-4246,-1107,2552,1492,-647,64,1284
07/11/2018,10 - 11,-4339,-844,2655,1733,-655,240,1456
07/11/2018,11 - 12,-4184,-1034,2680,1846,-668,218,1441
07/11/2018,12 - 13,-4462,-1240,2476,1842,-643,243,1475
07/11/2018,13 - 14,-4561,-1740,2435,1688,-646,214,1458
07/11/2018,14 - 15,-4854,-1620,2450,1716,-653,52,1285
07/11/2018,15 - 16,-4848,-1538,2558,1620,-634,58,1235
07/11/2018,16 - 17,-4539,-1298,2655,1561,-614,-86,1268
07/11/2018,17 - 18,-4593,-994,2481,1968,-632,-379,1228
07/11/2018,18 - 19,-4663,-1240,2532,2127,-660,-211,1188
07/11/2018,19 - 20,-4823,-1137,2434,1937,-699,49,1122
07/11/2018,20 - 21,-4771,-899,2328,1787,-749,162,1247
07/11/2018,21 - 22,-4781,-795,2574,2000,-843,342,1106
07/11/2018,22 - 23,-4104,-828,2446,1734,-846,246,1017
07/11/2018,23 - 00,-3303,-636,2166,1373,-889,183,952
08/11/2018,00 - 01,-3541,-232,2107,1381,-830,158,1485
08/11/2018,01 - 02,-3466,-226,2172,1266,-839,143,1558
08/11/2018,02 - 03,-2874,-304,2168,1117,-524,-295,1565
08/11/2018,03 - 04,-2620,-338,2129,992,-358,-316,1592
08/11/2018,04 - 05,-3156,-526,2141,1102,-786,203,1633
08/11/2018,05 - 06,-4440,-1157,2375,1173,-711,315,1259
08/11/2018,06 - 07,-4996,-1735,2713,1454,-702,434,1431
08/11/2018,07 - 08,-4748,-1222,2309,1672,-638,70,1344
08/11/2018,08 - 09,-4959,-1071,2169,1709,-592,79,1395
08/11/2018,09 - 10,-5264,-679,2349,1861,-594,87,1432
08/11/2018,10 - 11,-5028,-565,2590,2125,-616,82,1435
08/11/2018,11 - 12,-4902,-674,2669,2007,-637,43,1425
08/11/2018,12 - 13,-5041,-683,2404,1893,-599,69,1445
08/11/2018,13 - 14,-5068,-982,2170,1816,-622,74,1421
08/11/2018,14 - 15,-4864,-1193,2334,1581,-627,62,1356
08/11/2018,15 - 16,-4715,-930,2349,1645,-612,-18,1354
08/11/2018,16 - 17,-4592,-802,2239,1866,-618,-179,1426
08/11/2018,17 - 18,-4479,-744,2170,2076,-652,-352,1372
08/11/2018,18 - 19,-4364,-1167,2200,2099,-676,-104,1317
08/11/2018,19 - 20,-4825,-966,2357,1793,-708,-7,1254
08/11/2018,20 - 21,-4822,-583,2185,1820,-769,1,1217
08/11/2018,21 - 22,-4764,-897,2445,1955,-868,225,1214
08/11/2018,22 - 23,-3928,-1199,2466,1972,-941,265,1136
08/11/2018,23 - 00,-3587,-1064,2239,2051,-980,205,1066
09/11/2018,00 - 01,-3871,-804,2102,1913,-962,170,1426
09/11/2018,01 - 02,-3482,-835,1983,1900,-991,148,1445
09/11/2018,02 - 03,-3056,-872,2034,1812,-534,-395,1434
09/11/2018,03 - 04,-3039,-934,1995,1703,-395,-422,1409
09/11/2018,04 - 05,-3413,-1592,2203,1889,-934,197,1071
09/11/2018,05 - 06,-4930,-1981,2559,1890,-825,322,1305
09/11/2018,06 - 07,-4872,-1880,2665,1801,-715,256,1485
09/11/2018,07 - 08,-4752,-1436,2346,1935,-628,58,1397
09/11/2018,08 - 09,-4798,-1339,2270,1961,-596,76,1445
09/11/2018,09 - 10,-4735,-1176,2422,1997,-587,70,1443
09/11/2018,10 - 11,-4586,-1081,2564,1932,-596,76,1437
09/11/2018,11 - 12,-4504,-935,2572,1614,-620,83,1420
09/11/2018,12 - 13,-4738,-1019,2508,1429,-595,212,1436
09/11/2018,13 - 14,-5043,-1357,2248,1582,-615,208,1452
09/11/2018,14 - 15,-5077,-1614,2203,1616,-626,239,1415
09/11/2018,15 - 16,-4869,-1809,2393,1278,-598,79,1407
09/11/2018,16 - 17,-4637,-1406,2396,767,-575,96,1455
09/11/2018,17 - 18,-4770,-1685,2388,985,-608,94,1410
09/11/2018,18 - 19,-4852,-1758,2642,568,-656,91,1372
09/11/2018,19 - 20,-4429,-1539,2681,225,-563,232,1378
09/11/2018,20 - 21,-4242,-1616,2334,606,-497,442,1401
09/11/2018,21 - 22,-4194,-1843,2705,381,-375,361,1272
09/11/2018,22 - 23,-3309,-1808,2544,138,-330,292,1134
09/11/2018,23 - 00,-2021,-1424,2208,434,-401,239,1047
10/11/2018,00 - 01,-800,-1306,1914,122,-263,198,989
10/11/2018,01 - 02,231,-1293,1993,40,-214,188,952
10/11/2018,02 - 03,1026,-1130,2139,-46,-14,-173,939
10/11/2018,03 - 04,1310,-1231,2358,-52,162,-149,1103
10/11/2018,04 - 05,1494,-1256,2693,-469,-216,261,1152
10/11/2018,05 - 06,1328,-1492,2944,-676,-168,291,1058
10/11/2018,06 - 07,894,-1483,2914,-828,-116,286,1156
10/11/2018,07 - 08,202,-1501,2908,-706,-106,357,1261
10/11/2018,08 - 09,-520,-1533,2923,-499,-187,396,1333
10/11/2018,09 - 10,-1580,-1395,3071,-553,-198,338,1345
10/11/2018,10 - 11,-1922,-1700,2986,-556,-202,170,1360
10/11/2018,11 - 12,-1928,-1979,3096,-856,-195,157,1318
10/11/2018,12 - 13,-2033,-2137,3162,-734,-193,201,1305
10/11/2018,13 - 14,-1779,-2637,3171,-603,-201,342,1292
10/11/2018,14 - 15,-2563,-2615,3314,-364,-189,356,1271
10/11/2018,15 - 16,-3010,-2836,3238,-15,-156,407,1294
10/11/2018,16 - 17,-3879,-2540,2855,307,-166,-14,1401
10/11/2018,17 - 18,-4126,-2609,2833,609,-190,-31,1383
10/11/2018,18 - 19,-3373,-2972,2787,302,-188,253,1320
10/11/2018,19 - 20,-2343,-3182,2660,254,-206,396,1287
10/11/2018,20 - 21,-1320,-2654,2430,229,-255,378,1218
10/11/2018,21 - 22,-22,-2259,2708,-36,-331,384,1130
10/11/2018,22 - 23,257,-2358,2578,-113,-389,331,1223
10/11/2018,23 - 00,1373,-2143,2275,-241,-451,272,1142
11/11/2018,00 - 01,1985,-2471,1964,-810,-215,241,1081
11/11/2018,01 - 02,2728,-2640,1860,-888,-222,233,1233
11/11/2018,02 - 03,2643,-2581,1780,-826,37,-167,1212
11/11/2018,03 - 04,3005,-2757,1818,-683,212,-182,1423
11/11/2018,04 - 05,3115,-2927,1881,-489,-187,223,1443
11/11/2018,05 - 06,3012,-2959,2099,-369,-164,260,1484
11/11/2018,06 - 07,3018,-2851,1998,-141,-139,295,1421
11/11/2018,07 - 08,2613,-2756,2162,-61,-68,338,892
11/11/2018,08 - 09,1433,-2723,2217,176,-57,409,1005
11/11/2018,09 - 10,27,-2472,2304,397,-25,436,1044
11/11/2018,10 - 11,-549,-2341,2247,889,-7,372,1037
11/11/2018,11 - 12,-708,-2106,2131,731,-40,362,1034
11/11/2018,12 - 13,451,-2021,1983,291,-59,364,1017
11/11/2018,13 - 14,1043,-2320,2005,223,-64,367,1000
11/11/2018,14 - 15,650,-2267,2076,365,-51,375,1017
11/11/2018,15 - 16,-453,-1973,2306,482,-4,410,1053
11/11/2018,16 - 17,-1893,-2071,2280,613,31,454,1131
11/11/2018,17 - 18,-2794,-2345,2182,1396,2,449,1125
11/11/2018,18 - 19,-2809,-2557,2076,1684,-8,429,1126
11/11/2018,19 - 20,-1891,-2576,1867,1341,-104,407,1071
11/11/2018,20 - 21,-931,-2540,1626,871,-122,366,1027
11/11/2018,21 - 22,-133,-2633,2205,219,-221,290,883
11/11/2018,22 - 23,-244,-2615,2064,82,-271,230,789
11/11/2018,23 - 00,1001,-2265,1869,-220,-316,242,730
12/11/2018,00 - 01,1179,-2183,1816,132,-377,218,1273
12/11/2018,01 - 02,562,-2167,1685,-169,-377,207,1353
12/11/2018,02 - 03,588,-1974,1649,-89,-90,-299,1152
12/11/2018,03 - 04,123,-2052,1631,174,-2,-231,1128
12/11/2018,04 - 05,-75,-2136,1826,283,-420,252,1105
12/11/2018,05 - 06,-2024,-2482,2340,633,-288,329,1014
12/11/2018,06 - 07,-4523,-2707,2555,1258,-191,468,1217
12/11/2018,07 - 08,-4800,-2650,2488,1405,-161,570,1286
12/11/2018,08 - 09,-4654,-2627,2182,1528,-120,630,1230
12/11/2018,09 - 10,-4123,-2644,2241,1732,-111,627,1228
12/11/2018,10 - 11,-3948,-2553,2127,1902,-121,509,1134
12/11/2018,11 - 12,-3928,-2500,2174,1579,-126,589,1167
12/11/2018,12 - 13,-4217,-2363,2048,1342,-92,569,1264
12/11/2018,13 - 14,-4717,-2299,1882,1494,-79,524,1269
12/11/2018,14 - 15,-4614,-2545,1982,1795,-60,615,1248
12/11/2018,15 - 16,-4677,-2614,2137,1702,-69,641,1225
12/11/2018,16 - 17,-4787,-2251,1905,2072,-95,504,1141
12/11/2018,17 - 18,-4773,-1970,1647,2457,-134,457,1093
12/11/2018,18 - 19,-4673,-2164,1691,2203,-157,492,1111
12/11/2018,19 - 20,-4167,-2459,1775,1959,-172,496,1057
12/11/2018,20 - 21,-3792,-2191,1462,1816,-230,461,1032
12/11/2018,21 - 22,-3232,-1933,1610,1680,-329,354,924
12/11/2018,22 - 23,-2398,-1820,1536,1837,-393,265,752
12/11/2018,23 - 00,-1070,-1939,1404,1412,-426,190,739
13/11/2018,00 - 01,-661,-1803,1209,1085,-338,153,1018
13/11/2018,01 - 02,-361,-1649,1140,839,-288,128,1011
13/11/2018,02 - 03,-313,-1801,1111,947,-104,-240,1013
13/11/2018,03 - 04,-310,-1903,1183,966,147,-257,1035
13/11/2018,04 - 05,-992,-1942,1476,762,-183,150,1071
13/11/2018,05 - 06,-2665,-1884,1775,492,-80,300,932
13/11/2018,06 - 07,-4669,-2260,1766,1328,-125,435,1056
13/11/2018,07 - 08,-4641,-2250,1827,1690,-19,238,1124
13/11/2018,08 - 09,-4287,-2330,1747,1786,-13,261,1185
13/11/2018,09 - 10,-3929,-1902,1954,1412,-25,65,1157
13/11/2018,10 - 11,-3454,-1608,2066,1338,-31,245,1233
13/11/2018,11 - 12,-3236,-1671,2151,1204,-81,329,1327
13/11/2018,12 - 13,-2983,-1817,2127,939,-77,263,1333
13/11/2018,13 - 14,-3134,-1746,2243,849,-59,255,1340
13/11/2018,14 - 15,-3220,-1758,2236,735,-29,313,1405
13/11/2018,15 - 16,-3844,-1760,2372,1324,-8,375,1454
13/11/2018,16 - 17,-4311,-1794,2390,1691,-6,65,1573
13/11/2018,17 - 18,-4684,-1763,2276,1511,-33,-155,1452
13/11/2018,18 - 19,-4352,-2189,2388,1419,-71,227,1506
13/11/2018,19 - 20,-3420,-2373,2309,1098,-117,335,1501
13/11/2018,20 - 21,-2435,-2611,2104,1170,-163,481,1400
13/11/2018,21 - 22,-1957,-2561,2488,1454,-191,394,1226
13/11/2018,22 - 23,-1297,-1878,2515,1085,-285,309,1058
13/11/2018,23 - 00,-275,-1682,2247,509,-248,241,1192
14/11/2018,00 - 01,1046,-1553,2146,141,-164,201,1156
14/11/2018,01 - 02,780,-1696,2038,202,-172,215,1151
14/11/2018,02 - 03,232,-1732,1888,380,0,-152,1158
14/11/2018,03 - 04,-816,-1703,1968,393,170,-151,1155
14/11/2018,04 - 05,-1616,-1656,1979,761,-170,223,1199
14/11/2018,05 - 06,-3395,-2272,2219,1079,-166,344,1253
14/11/2018,06 - 07,-4838,-2454,2286,1287,-118,468,1448
14/11/2018,07 - 08,-4825,-2126,2170,1465,-56,113,1561
14/11/2018,08 - 09,-4896,-2182,2114,1306,4,27,1592
14/11/2018,09 - 10,-4600,-1965,2239,1152,35,8,1422
14/11/2018,10 - 11,-4549,-1461,2309,1187,21,11,1284
14/11/2018,11 - 12,-4329,-1469,2222,1203,-17,-14,1161
14/11/2018,12 - 13,-4179,-1692,2026,1117,4,37,1125
14/11/2018,13 - 14,-4655,-2171,2017,1016,9,1,1331
14/11/2018,14 - 15,-4896,-2458,2146,1024,61,-9,1391
14/11/2018,15 - 16,-5156,-2561,2417,967,65,10,1405
14/11/2018,16 - 17,-5046,-2492,2361,1176,37,29,1436
14/11/2018,17 - 18,-4690,-2402,2312,1374,6,-270,1213
14/11/2018,18 - 19,-4785,-2332,2294,1012,-20,-289,1297
14/11/2018,19 - 20,-4358,-2393,2311,986,-38,-72,1263
14/11/2018,20 - 21,-3499,-2871,2073,816,-114,60,1367
14/11/2018,21 - 22,-3308,-3238,2383,1327,-105,386,1208
14/11/2018,22 - 23,-2760,-3127,2403,999,-198,299,1075
14/11/2018,23 - 00,-2181,-2968,2037,638,-277,232,1148
15/11/2018,00 - 01,-1596,-3223,1546,349,-279,199,1410
15/11/2018,01 - 02,-1370,-3311,1266,372,-293,172,1502
15/11/2018,02 - 03,-1621,-3367,1277,531,167,-304,1664
15/11/2018,03 - 04,-1785,-3431,1248,773,139,-287,1670
15/11/2018,04 - 05,-2550,-3409,1289,906,-327,234,1492
15/11/2018,05 - 06,-3467,-3707,1721,863,-248,358,1311
15/11/2018,06 - 07,-3893,-3735,2024,1145,-127,494,1424
15/11/2018,07 - 08,-3752,-3214,1878,1305,-42,42,1286
