Share_ren,LCOE,Production_MWh,Demand_MWh,Curtailment_MWh,CAPEX_t_bilEUR,OM_t_bilEUR,Extension
0.0,63.960440811266906,2.626657e6,2.626657e6,1.0,2.804999999999999,2.5542558492000023,0
0.6,347.4099137517346,3.2018240525355064e6,2.626657e6,1.2189730339878813,21.829834594140696,11.14893898395769,0
0.8,756.567265199731,5.630167890778115e6,2.626657e6,2.1434728214525594,48.19135508960667,23.18990576201277,0
0.95,4451.684366868135,1.6336242120987214e7,2.626657e6,6.219404406813381,283.7048326094722,184.31708171709093,0
