Share_ren,LCOE,Production_MWh,Demand_MWh,Curtailment_MWh,CAPEX_t_bilEUR,OM_t_bilEUR,Extension
0.0,52.62044081126693,2.626657e6,2.626657e6,1.0,2.804999999999999,2.5542558492000023,0
0.6,342.87391375173485,3.2018240525355074e6,2.626657e6,1.2189730339878817,21.82983459414071,11.148938983957692,0
0.8,754.299265199731,5.630167890778115e6,2.626657e6,2.1434728214525594,48.19135508960667,23.18990576201277,0
0.95,4451.117366868135,1.6336242120987214e7,2.626657e6,6.219404406813381,283.7048326094722,184.31708171709093,0
