Share_ren,LCOE,Production_MWh,Demand_MWh,Curtailment_MWh,CAPEX_t_bilEUR,OM_t_bilEUR,Extension
0.0,46.32044081126692,2.626657e6,2.626657e6,1.0,2.804999999999999,2.5542558492000023,0
0.6,340.3539137517347,3.201824052535506e6,2.626657e6,1.2189730339878813,21.8298345941407,11.148938983957688,0
0.8,753.0392651997317,5.63016789077812e6,2.626657e6,2.143472821452561,48.191355089606716,23.18990576201279,0
0.95,4450.802366868134,1.6336242120987214e7,2.626657e6,6.219404406813381,283.7048326094722,184.31708171709093,0
