Share_ren,LCOE,Production_MWh,Demand_MWh,Curtailment_MWh,CAPEX_bilEUR,OM_bilEUR,Extension
0.0,0.052620440811266954,2.626657e6,2.626657e6,1.0,2.805,2.5542558492000027,0
0.6,0.34287391375173476,3.201824052535507e6,2.626657e6,1.2189730339878815,21.829834594140703,11.148938983957688,0
0.8,0.7542992651997327,5.630167890778127e6,2.626657e6,2.143472821452564,48.19135508960677,23.189905762012824,0
0.95,4.451117366868157,1.680741598597793e7,2.626657e6,6.398785980041524,283.70483260947356,184.3170817170918,0
1.0,68.16507266169619,2.0734407276470616e8,2.626657e6,78.93838927758979,4341.748100000001,2972.2491007917665,0
