Share_ren,LCOE,Production_MWh,Demand_MWh,Curtailment_MWh,CAPEX_t_bilEUR,OM_t_bilEUR,Extension
0.0,52.92044081126693,2.626657e6,2.626657e6,1.0,2.804999999999999,2.5542558492000023,0
0.6,343.4034002687288,3.2018240525355074e6,2.626657e6,1.2189730339878817,21.82983459414071,11.148938983957692,0
0.8,755.3310016104573,5.630167890778115e6,2.626657e6,2.1434728214525594,48.19135508960667,23.18990576201277,0
0.95,4454.201964479009,1.6336242120987214e7,2.626657e6,6.219404406813381,283.7048326094722,184.31708171709093,0
